yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma20,ma60,ma120,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,cagr,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
003550.KS,003550,LG,143632,,지주회사,KOSPI,주권,KRX,95900.0,100050.0,108373.33333333333,100343.33333333333,92336.0,3.859816322994282,165800.0,-42.15922798552473,40.20270270268368,-11.94,2.57,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,29.09,16.15,36.65,13.0,0.5,2.64,12.03,1.07,-5.65,-23.3,7867 -> 3585 -> 4628,72525.0,9122.0,10001.0,12.58,13.79,10151.14,8256.22,15114.5,36480.76,-21366.26,3.23,64.86,3100.0,4781.8,OpenDART,1.1,5.0,False,5.0,OpenDART,,4.0,,,144909.0,,,51.1,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.45,-23.3,2025.0,11011.0,18,17,17,16,7.0,1.08,9.04,85.71,-53.7,기타 금융업,기타 금융업,2026-07-20,4.25,8,10,0,20,0,8,5,5,56,B,51
011070.KS,011070,LG이노텍,142475,,기타 전자부품 제조업,KOSPI,주권,KRX,621000.0,834300.0,873883.3333333334,581912.5,447018.0,38.920580379313584,1530000.0,-59.411764705882355,21.07208872458355,-45.76,51.65,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-24.04,12.45,26.0,18.0,2.57,6.14,107.02,3.28,-5.81,-22.3,23881 -> 18983 -> 14419,218966.0,6650.0,3413.0,3.04,1.56,13314.02,5768.74,14064.03,61678.29,-47614.26,0.3,13.0,1880.0,444.89,OpenDART,-14.43,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,-22.3,2025.0,11011.0,7,6,6,6,45.5,7.98,5.98,-60.44,-67.79,전자부품 제조업,전자부품 제조업,2026-07-20,4.25,8,3,6,0,0,0,1,3,21,D,52
047810.KS,047810,한국항공우주,140266,,"정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",KOSPI,주권,KRX,144400.0,148025.0,156525.0,167514.16666666666,145751.0,-0.9269233144197981,202000.0,-28.51485148514851,45.22760646107734,-1.43,-22.7,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,8.05,37.62,24.89,41.0,7.38,10.51,446.57,1.73,11.84,-8.9,2298 -> 1765 -> 1907,36964.0,2692.0,1873.0,7.28,5.07,-9033.16,-10931.13,609.39,84729.1,-84119.71,0.35,26.2,500.0,487.38,OpenDART,25.99,5.0,False,5.0,OpenDART,,3.94,,,218938.0,,,51.62,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,5.09,-8.9,2025.0,11011.0,2,1,1,1,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-20,4.25,0,0,12,0,0,5,5,5,27,D,53
086280.KS,086280,현대글로비스,139875,,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",KOSPI,주권,KRX,188000.0,190315.0,215213.33333333334,226644.16666666666,208170.0,-9.68919632992266,290500.0,-35.28399311531842,48.00590841948786,-15.51,-16.81,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,58.5,7.56,46.02,8.0,1.36,18.13,78.92,4.08,18.26,27.83,14148 -> 14585 -> 23117,295664.0,20730.0,17347.0,7.01,5.87,25007.61,18775.77,26446.4,81987.66,-55541.26,3.09,25.1,5800.0,4350.0,OpenDART,15.14,2.0,True,4.0,OpenDART,,4.0,,,322588.0,,,71.59,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.14,27.83,2025.0,11011.0,1,0,0,0,,,,,,기타 운송관련 서비스업,기타 운송관련 서비스업,2026-07-20,4.25,15,6,16,20,15,10,5,5,92,S,54
278470.KS,278470,에이피알,137772,,"화장품, 피부미용기기 등",KOSPI,주권,KRX,370500.0,381175.0,400883.3333333333,358720.8333333333,311230.0,19.043793978729557,459000.0,-19.28104575163399,45.287958115179926,-3.89,-10.62,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,171.08,23.78,37.22,26.0,29.04,75.3,73.11,111.3,197.88,85.08,2249 -> 2842 -> 7704,15273.0,3655.0,2897.0,23.93,18.97,3410.46,3231.29,1543.5,3259.38,-1715.88,1.37,65.8,5090.0,1905.33,OpenDART,,1.0,False,1.0,OpenDART,,4.0,,,530526.0,,,43.19,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,0.15,85.08,2025.0,11011.0,3,2,2,2,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-20,4.25,0,0,20,20,15,10,5,5,75,A,55
030200.KS,030200,KT,134831,,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",KOSPI,주권,KRX,53100.0,53385.0,55940.0,58123.333333333336,55292.5,-3.9652755798706876,68900.0,-22.93178519593614,52.66666666661751,-0.38,-15.45,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,271.3,13.4,100.0,10.0,0.71,10.22,120.72,6.86,205.02,32.94,3887 -> 1850 -> 6869,282442.0,24691.0,18368.0,8.74,6.5,49417.33,9009.74,35069.71,234905.5,-199835.79,4.52,33.6,2400.0,5809.56,OpenDART,6.98,5.0,False,5.0,OpenDART,,4.0,,,75111.0,,,41.45,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,0.04,32.94,2025.0,11011,3,2,2,2,,,,,,전기 통신업,전기 통신업,2026-07-20,4.25,12,10,12,20,15,10,5,5,89,S,56
003670.KS,003670,포스코퓨처엠,121678,,"내화물, 생석회, 음극재 및 양극재",KOSPI,주권,KRX,138200.0,161290.0,210845.0,213717.5,206098.0,-32.944521538297316,296000.0,-53.310810810810814,19.323671497581273,-30.73,-41.56,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,7.52,726.86,9.55,746.0,3.65,0.92,102.65,-20.57,4585.71,,359 -> 386,29387.0,328.0,365.0,1.12,1.24,-335.77,-15428.71,3198.41,46318.17,-43119.76,0.18,60.9,250.0,222.37,OpenDART,-5.9,4.0,True,4.0,OpenDART,,,,,,,,,,,,,,,,,,,99.2,,2025.0,11011.0,3,1,2,2,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-20,4.25,0,0,0,0,0,5,1,3,9,D,57
071050.KS,071050,한국금융지주,120646,,금융지주회사,KOSPI,주권,KRX,219000.0,225200.0,240866.66666666666,235085.0,206450.5,6.078696830475102,292500.0,-25.128205128205128,49.46236559139288,-5.19,-16.09,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,94.33,4.83,35.22,5.0,1.04,18.66,1025.35,6.14,95.49,69.05,11480 -> 16883 -> 32808,194661.0,23453.0,20244.0,12.05,10.4,-76072.18,-76406.29,32860.45,1240624.37,-1207763.92,3.97,25.1,8690.0,5078.16,OpenDART,9.03,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.05,69.05,2025.0,11011.0,18,17,17,16,8.0,1.08,8.82,-37.5,-3.7,기타 금융업,기타 금융업,2026-07-20,4.25,15,8,16,20,15,10,5,5,94,S,58
272210.KS,272210,한화시스템,115429,,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",KOSPI,주권,KRX,61800.0,72890.0,96596.66666666667,109268.33333333333,88412.0,-30.09998642718183,162700.0,-62.0159803318992,35.958904109580416,-32.16,-52.64,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-46.69,20.41,10.06,64.0,2.91,6.6,106.5,30.69,-45.33,-16.73,1849 -> 2405 -> 1282,36642.0,1199.0,2091.0,3.27,5.71,787.37,-2395.77,3254.84,53262.66,-50007.82,0.81,44.7,500.0,934.97,OpenDART,32.96,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,,-16.73,2025.0,11011.0,7,6,6,6,29.0,7.98,5.76,120.69,-63.53,전자부품 제조업,전자부품 제조업,2026-07-20,4.25,0,3,6,0,0,0,5,1,15,D,59
005940.KS,005940,NH투자증권,108915,,"증권업,종합금융",KOSPI,주권,KRX,29900.0,30127.5,32095.833333333332,31680.0,27328.75,9.408589855006175,39200.0,-23.72448979591837,51.090342679083165,-6.56,-14.94,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,46.15,6.96,13.19,7.0,1.12,11.76,783.5,36.52,57.65,34.9,1587 -> 1976 -> 2888,136989.0,14206.0,10315.0,10.37,7.53,-54216.16,-54494.16,26308.3,739472.94,-713164.64,4.35,47.29,1300.0,4878.35,OpenDART,22.92,5.0,True,5.0,OpenDART,,3.94,,,42750.0,,,42.98,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.15,34.9,2025.0,11011.0,5,4,4,4,8.0,1.56,12.72,-12.5,-28.21,금융 지원 서비스업,금융 지원 서비스업,2026-07-20,4.25,15,8,12,20,15,10,5,5,90,S,60
323410.KS,323410,카카오뱅크,107590,,은행 및 금융서비스,KOSPI,주권,KRX,22450.0,21752.5,22830.833333333332,23869.583333333332,23228.0,-3.3494058894437746,37000.0,-39.32432432432432,60.447761193903546,1.35,-10.74,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,9.1,27.52,17.55,18.0,1.62,7.23,1032.02,4.78,7.0,16.34,744 -> 923 -> 1007,30863.0,6494.0,4803.0,21.04,15.56,60057.65,59360.83,20911.53,696599.09,-675687.56,2.05,45.64,460.0,2191.95,OpenDART,79.15,4.0,False,4.0,OpenDART,,3.67,,,29792.0,,,32.7,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,OFS,11011,OpenDART,1.98,16.34,2025.0,11011,2,1,1,1,,,,,,은행 및 저축기관,은행 및 저축기관,2026-07-20,4.25,8,6,6,5,12,5,3,5,50,C,61
005830.KS,005830,DB손해보험,104145,,"자동차보험,화재보험,해상보험,특종보험,장기보험",KOSPI,주권,KRX,157800.0,146870.0,153305.0,161668.33333333334,148694.5,6.123629320519589,205500.0,-23.21167883211679,75.05376344083763,8.9,-8.57,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-3.4,4.18,45.62,7.0,0.84,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,230479.0,23840.0,17906.0,10.34,7.77,-2824.18,-3921.7,17134.19,630870.18,-613735.99,4.82,25.7,7600.0,4608.9,OpenDART,18.22,5.0,False,5.0,OpenDART,,3.94,,,219313.0,,,38.98,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,1.43,2025.0,11011.0,3,2,2,2,,,,,,보험업,보험업,2026-07-20,4.25,15,8,16,0,0,0,1,5,45,C,62
259960.KS,259960,크래프톤,102656,,<배틀그라운드> 등 게임 소프트웨어,KOSPI,주권,KRX,221500.0,231250.0,251750.0,247941.66666666666,254430.0,-12.942656133317612,386000.0,-42.61658031088083,49.418604651154745,-8.28,-15.3,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-43.16,14.43,43.61,10.0,1.47,10.6,31.31,22.76,-10.83,12.39,12221 -> 27162 -> 15438,33266.0,10544.0,7337.0,31.7,22.06,10451.03,9041.3,5967.26,22495.04,-16527.78,1.01,13.6,2240.0,995.75,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,,,,,,,,12.39,2025.0,11011.0,2,1,1,1,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-20,4.25,12,6,12,0,8,0,5,5,48,C,63
307950.KS,307950,현대오토에버,101880,,"차량SW, 내비게이션, 스마트팩토리, AI·클라우드 기반 솔루션, 디지털 전환 컨설팅 및 IT서비스",KOSPI,주권,KRX,377000.0,485425.0,584483.3333333334,503129.1666666667,399417.0,-5.612430116895375,938000.0,-59.80810234541578,15.991471215350856,-43.05,-10.87,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,6.84,37.41,2.23,69.0,7.89,10.27,92.31,14.5,13.77,15.08,5024 -> 6228 -> 6654,42521.0,2553.0,1868.0,6.0,4.39,4236.08,1865.32,3011.25,17304.72,-14293.47,0.5,28.6,1900.0,521.04,OpenDART,28.36,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,10.09,15.08,2025.0,11011.0,2,1,1,1,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-20,4.25,0,0,12,0,12,5,1,3,33,D,64
000720.KS,000720,현대건설,101333,,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",KOSPI,주권,KRX,92500.0,108775.0,136406.66666666666,139643.33333333334,111038.5,-16.69556054881865,188700.0,-50.98039215686274,28.473413379066926,-28.07,-46.93,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-30.35,14.22,26.69,21.0,1.22,4.58,174.81,-4.92,,,4767 -> 3320,310629.0,6530.0,5591.0,2.1,1.8,-7482.59,-8699.81,48126.59,176788.43,-128661.84,0.86,24.1,800.0,899.81,OpenDART,10.06,5.0,False,5.0,OpenDART,,3.95,,,212474.0,,,129.7,,,Naver/FnGuide,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,,2025.0,11011.0,1,0,0,0,,,,,,토목 건설업,토목 건설업,2026-07-20,4.25,4,6,0,0,0,0,3,3,16,D,65
003490.KS,003490,대한항공,93343,,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",KOSPI,주권,KRX,25350.0,27445.0,26483.333333333332,25538.75,24271.0,4.445634708087842,30000.0,-15.5,31.481481481427068,-9.3,1.2,daily_close,NXT 미확인,2026-07-20 22:35 KST,,,-40.82,8.45,44.57,44.0,0.88,7.28,339.88,41.16,-47.23,-14.28,2873 -> 3567 -> 2111,252255.0,11136.0,6473.0,4.41,2.57,40751.91,-2209.29,18699.88,389469.74,-370769.86,2.96,35.5,750.0,2770.54,OpenDART,0.0,4.0,False,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,-14.28,2025.0,11011.0,1,0,0,0,,,,,,항공 여객 운송업,항공 여객 운송업,2026-07-20,4.25,0,8,6,0,0,0,3,5,22,D,66
0126Z0.KS,0126Z0,삼성에피스홀딩스,92689,,지주회사,KOSPI,주권,KRX,376000.0,405425.0,464700.0,518050.0,,,743000.0,-49.39434724091521,27.033492822964703,-12.35,-35.06,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,,35.03,6.46,36.0,1.56,,30.64,,,,-,2516.9,-636.41,853.0,-25.29,33.9,-1037.45,-1437.32,1313.0,18098.15,-16785.15,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,,,,18,17,17,17,7.0,1.04,8.91,414.29,50.0,기타 금융업,기타 금융업,2026-07-20,4.25,0,6,0,0,0,0,3,3,12,D,67
016360.KS,016360,삼성증권,90818,,"유가증권의 매매,위탁매매,인수주선",KOSPI,주권,KRX,104100.0,110020.0,117730.0,107666.66666666667,95656.5,8.82689623810196,149500.0,-30.367892976588628,44.475138121538365,-12.45,-4.67,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,12.03,5.76,26.08,5.0,1.11,13.09,887.64,10.45,14.09,35.65,6130 -> 10068 -> 11279,148739.0,13757.0,10072.0,9.25,6.77,-53238.21,-53680.42,33798.3,716151.57,-682353.27,3.84,35.46,4000.0,3572.0,OpenDART,33.01,5.0,True,5.0,OpenDART,,3.89,,,165611.0,,,59.09,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.42,35.65,2025.0,11011.0,5,4,4,4,8.5,1.56,12.06,-41.18,-28.85,금융 지원 서비스업,금융 지원 서비스업,2026-07-20,4.25,15,8,12,20,15,5,5,5,85,S,68
047050.KS,047050,포스코인터내셔널,89016,,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",KOSPI,주권,KRX,50700.0,50122.5,63174.166666666664,67262.08333333333,61427.5,-17.463676692035328,87300.0,-41.92439862542955,46.899224806150656,-7.82,-33.98,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,19.35,14.68,7.95,10.0,1.3,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,323736.0,11653.0,6368.0,3.6,1.97,19415.39,8824.95,11714.66,109403.55,-97688.89,3.65,51.3,1850.0,3153.22,OpenDART,22.76,5.0,False,5.0,OpenDART,,4.0,,,100231.0,,,97.69,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.52,-4.58,2025.0,11011.0,1,0,0,0,,,,,,상품 중개업,상품 중개업,2026-07-20,4.25,12,6,6,20,0,8,5,5,62,B,69
443060.KS,443060,HD현대마린솔루션,88815,,"AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",KOSPI,주권,KRX,198100.0,208215.0,229338.33333333334,203915.0,206097.0,-3.8802117449550457,280500.0,-29.376114081996434,30.455259026680906,-11.96,1.23,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,13.41,31.31,29.67,24.0,10.24,33.73,54.27,13.59,28.86,26.16,3778 -> 5302 -> 6013,19827.0,3501.0,2696.0,17.66,13.6,3241.28,3061.12,3779.24,4475.95,-696.71,1.99,65.7,3950.0,1770.79,OpenDART,25.4,2.0,False,2.0,OpenDART,,4.0,,,324900.0,,,64.01,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,1.79,26.16,2025.0,11011.0,2,1,1,1,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-07-20,4.25,4,0,20,5,15,5,3,5,57,B,70
352820.KS,352820,하이브,87497,,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",KOSPI,주권,KRX,203500.0,206470.0,224013.33333333334,280298.3333333333,289434.0,-29.690361187697366,404500.0,-49.69097651421508,53.73423860329048,-8.95,-20.2,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-95.0,455.33,18.45,46.0,2.6,-7.33,54.46,17.48,-73.21,,4504 -> 225,26499.0,493.0,-2544.0,1.86,-9.6,1074.84,463.79,5349.15,19340.18,-13991.03,0.25,-9.05,500.0,214.73,OpenDART,-15.48,3.0,True,3.0,OpenDART,,4.0,,,365000.0,,,79.36,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,,,2025.0,11011,1,0,0,0,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-20,4.25,0,3,0,0,0,0,5,3,11,D,71
161390.KS,161390,한국타이어앤테크놀로지,86836,,타이어 제조,KOSPI,주권,KRX,70000.0,67295.0,65558.33333333333,64134.166666666664,59617.75,17.41469612657304,75900.0,-7.7733860342556,58.012820512794484,4.95,18.04,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-2.26,6.24,39.48,6.0,0.67,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,212023.0,18411.0,9716.0,8.68,4.58,16080.24,-7000.92,26030.8,124452.09,-98421.29,3.29,25.8,2300.0,2805.74,OpenDART,42.19,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,22.99,2025.0,11011.0,1,0,0,0,,,,,,고무제품 제조업,고무제품 제조업,2026-07-20,4.25,15,10,6,0,12,0,3,0,46,C,72
006260.KS,006260,LS,82836,,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",KOSPI,주권,KRX,271500.0,339000.0,415783.3333333333,338364.1666666667,280819.0,-3.3185076508355915,553000.0,-50.90415913200723,30.62499999999821,-33.78,-18.22,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,14.75,14.43,19.33,22.0,2.16,5.64,225.47,15.7,-1.89,-20.96,13539 -> 7371 -> 8458,318700.0,10526.0,4851.0,3.3,1.52,2063.3,-9841.35,20866.11,173152.04,-152285.93,,25.25,,683.69,OpenDART,,0.0,False,0.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,1.49,-20.96,2025.0,11011.0,18,17,17,16,7.0,1.04,9.04,214.29,107.69,기타 금융업,기타 금융업,2026-07-20,4.25,4,3,6,10,0,5,3,3,34,D,73
039490.KS,039490,키움증권,80520,,"유가증권의 매매, 위탁, 인수, 주선",KOSPI,주권,KRX,312000.0,329425.0,375858.3333333333,404125.0,356060.0,-12.374318935010953,495500.0,-37.03329969727548,44.36619718309567,-9.83,-29.57,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,38.22,5.91,27.59,6.0,1.32,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,171217.0,14882.0,11150.0,8.69,6.51,-63999.34,-68600.17,23004.64,744513.63,-721508.99,3.69,27.05,11500.0,3011.1,OpenDART,34.63,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.16,64.21,2025.0,11011.0,5,4,4,4,8.5,1.46,12.06,-29.41,-9.59,금융 지원 서비스업,금융 지원 서비스업,2026-07-20,4.25,15,6,16,20,15,10,5,5,92,S,74
003230.KS,003230,삼양식품,79322,,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",KOSPI,주권,KRX,1060000.0,1115650.0,1208633.3333333333,1192975.0,1246760.0,-14.979627193686035,1630000.0,-34.96932515337423,39.57115009746481,-3.9,-23.02,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,43.18,19.3,15.61,15.0,6.02,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,23518.0,5242.0,3887.0,22.29,16.53,3092.87,-1520.85,3328.41,9249.56,-5921.15,0.45,9.2,4800.0,359.94,OpenDART,50.79,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.35,75.62,2025.0,11011.0,2,1,1,1,,,,,,기타 식품 제조업,기타 식품 제조업,2026-07-20,4.25,8,0,20,20,15,10,5,5,83,A,75
078930.KS,078930,GS,77289,,지주회사/부동산 임대,KOSPI,주권,KRX,82000.0,74040.0,74768.33333333333,71218.33333333333,64135.5,27.854308456315145,83200.0,-1.4423076923076923,71.42857142854447,17.14,15.49,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,40.85,5.41,20.45,5.0,0.52,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,251841.0,29361.0,10381.0,11.66,4.12,21933.38,2812.65,16109.17,165137.94,-149028.77,3.66,35.6,3000.0,2841.14,OpenDART,6.27,5.0,False,5.0,OpenDART,,4.0,,,98000.0,,,19.51,,,Naver/FnGuide,,KRW,2026-07-20,2025.0,CFS,11011,OpenDART,0.12,-21.64,2025.0,11011,18,17,17,16,8.0,1.08,9.04,-37.5,-51.85,기타 금융업,기타 금융업,2026-07-20,4.25,15,10,6,20,0,10,1,0,62,B,76
028050.KS,028050,삼성E&A,76832,,"산업설비,건물,구축물,토목시설의 설계,시공,공사감리",KOSPI,주권,KRX,39200.0,44837.5,49589.166666666664,42878.333333333336,36174.0,8.365124122297782,64400.0,-39.130434782608695,33.71868978803576,-19.42,-20.49,daily_close,NXT 미확인,2026-07-20 22:35 KST,,,-18.44,6.49,38.16,11.0,1.64,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,90288.0,7921.0,6483.0,8.77,7.18,2544.33,1579.4,8617.97,55933.7,-47315.73,2.02,25.1,790.0,1548.4,OpenDART,19.7,2.0,False,2.0,OpenDART,,4.0,,,67816.0,,,73.0,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,-9.5,2025.0,11011.0,2,1,1,1,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-07-20,4.25,12,6,12,0,0,0,3,5,38,D,77
180640.KS,180640,한진칼,70701,,"지주사업, 경영자문 및 컨설팅",KOSPI,주권,KRX,107800.0,121765.0,117538.33333333333,120362.5,115493.5,-6.661413845800846,173000.0,-37.6878612716763,42.68929503915669,-10.98,-7.31,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-68.82,25.59,18.71,45.62,2.23,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,2984.0,-75.0,1592.0,-2.51,53.35,1222.26,-458.92,1109.3,7165.31,-6056.01,0.33,15.6,360.0,242.39,OpenDART,28.42,4.0,False,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-16,2025.0,CFS,11011.0,OpenDART,,-36.56,2025.0,11011.0,18,17,17,16,7.0,1.04,9.04,551.71,114.42,기타 금융업,기타 금융업,2026-07-20,4.25,0,3,0,0,0,0,5,5,13,D,78
090430.KS,090430,아모레퍼시픽,68612,,"화장품,생활용품 제조, 판매",KOSPI,주권,KRX,117000.0,113835.0,118846.66666666667,128752.5,126311.5,-7.37185450255915,182300.0,-35.8200767964893,54.98281786940258,11.85,-10.48,nxt_web_latest,NXT 체결가,2026-07-20 22:31 KST,,,-60.27,34.27,24.23,22.0,1.43,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,42528.0,3358.0,2473.0,7.9,5.81,5838.4,4925.73,5245.58,14577.56,-9331.98,1.06,36.3,1240.0,856.01,OpenDART,6.06,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,,14.4,2025.0,11011.0,3,2,2,2,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-20,4.25,4,6,0,0,8,0,5,5,28,D,79
005387.KS,005387,현대차2우B,65417,,,KOSPI,주권,KRX,187100.0,210350.0,242808.33333333334,253087.5,233058.0,-19.719554788936662,323500.0,-42.16383307573416,28.818443804028774,-22.37,-24.86,daily_close,NXT 미확인,2026-07-20 22:35 KST,,,-23.26,5.89,25.07,5.0,0.44,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,,,,,,,,,,,,,,,,,3.96,,,808000.0,,,331.85,,,Naver/FnGuide,,,2026-07-14,,,,,,-9.97,,,2,1,1,1,,,,,,,,2026-07-20,4.25,15,10,6,0,0,0,3,5,39,D,80
