yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,return_20d,return_60d,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,dividend_history_years,dividend_history_source,analyst_buy_ratio,analyst_opinion_score,analyst_opinion_count,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,consensus_source,cashflow_status,financial_currency,fundamental_refreshed_at,dart_year,dart_fs_div,dart_report_code,dart_source,peg,dividend_year,dividend_report_code,peer_group_count,peer_per_count,peer_pbr_count,peer_roe_count,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_per_gap,peer_pbr_gap,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
009540.KS,009540,HD한국조선해양,237089,,"선박,해양구조물,엔진,펌프 전동기,중전기,중장비 제조/자동창고,물류시스템",KOSPI,주권,KRX,333500.0,414547.5,-19.550835549605292,479500.0,-30.448383733055266,39.45578231292142,-23.16,-18.26,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,84.96,21.88,33.42,7.0,1.87,17.78,133.86,17.21,172.26,212.72,3133 -> 16565 -> 30639,299332.0,39045.0,29284.0,13.04,9.78,44220.51,34183.5,37420.16,226338.6,-188918.44,3.69,40.11,12300.0,8697.9,OpenDART,141.18,2.0,False,2.0,OpenDART,,,,,,,,,,,,,,,,,,,0.08,2025.0,11011.0,17,16,16,15,212.72,8.0,1.0,8.72,-12.5,87.0,기타 금융업,기타 금융업,2026-07-15,4.25,15,3,16,20,15,10,5,5,89,S,31
006800.KS,006800,미래에셋증권,233619,,"유가증권매매,유가증권위탁매매,유가증권인수",KOSPI,주권,KRX,41400.0,44212.26,-6.360814850903351,83800.0,-50.59665871121718,47.089041095867834,-17.86,-41.94,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,76.41,11.79,9.43,10.0,1.8,12.36,1015.01,31.65,61.19,126.19,421 -> 1221 -> 2154,292830.0,19151.0,15829.0,6.54,5.41,-68609.61,-69186.45,16980.57,1368057.27,-1351076.7,0.72,11.1,300.0,1741.85,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.13,2025.0,11011.0,5,4,4,4,126.19,6.5,1.22,12.42,53.85,47.54,금융 지원 서비스업,금융 지원 서비스업,2026-07-15,4.25,12,6,12,20,15,10,5,3,83,A,32
316140.KS,316140,우리금융지주,227892,,금융지주,KOSPI,주권,KRX,31350.0,30147.5,3.9887221162617137,40800.0,-23.161764705882355,63.47305389210915,-2.49,-12.06,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,1.86,4.73,45.84,7.0,0.56,8.91,1488.67,-10.87,-13.64,11.6,3389 -> 4144 -> 4221,415484.0,36748.0,32275.0,8.84,7.77,136423.91,131352.22,384996.79,5635980.38,-5250983.59,4.34,31.96,1360.0,9984.68,OpenDART,10.87,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,3.76,2025.0,11011.0,17,16,16,15,11.6,8.0,1.08,8.72,-12.5,-48.15,기타 금융업,기타 금융업,2026-07-15,4.25,15,10,6,0,8,2,3,5,49,C,33
015760.KS,015760,한국전력,217625,,"전력자원개발,발전,송전,전력용기자재확보",KOSPI,주권,KRX,34000.0,46067.25,-26.194856432715213,67900.0,-49.92636229749632,31.85185185181882,-16.05,-25.76,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,144.73,3.62,51.64,4.0,0.44,19.4,416.85,4.32,61.28,,5439 -> 13311,974293.0,134906.0,86667.0,13.85,8.9,208801.54,49425.25,22408.11,2056045.13,-2033637.02,4.54,11.6,1542.0,9899.09,OpenDART,623.94,2.0,False,2.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.03,2025.0,11011.0,1,0,0,0,,,,,,,전기업,전기업,2026-07-15,4.25,15,10,16,20,0,10,3,3,77,A,34
010130.KS,010130,고려아연,212904,,"연,아연괴 제조,판매",KOSPI,주권,KRX,1024000.0,1377350.0,-25.654336225360293,2115000.0,-51.58392434988179,39.02439024390111,-18.79,-39.55,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,319.09,54.23,28.14,16.0,1.86,8.48,82.36,37.63,70.27,21.41,26127 -> 9190 -> 38514,165879.0,12319.0,7702.0,7.43,4.64,-6282.11,-15712.09,34510.7,92115.02,-57604.32,1.95,52.6,20000.0,4078.65,OpenDART,0.0,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.05,2025.0,11011.0,1,0,0,0,21.41,,,,,,1차 비철금속 제조업,1차 비철금속 제조업,2026-07-15,4.25,8,3,6,20,12,10,5,3,67,B,35
000150.KS,000150,두산,208738,,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",KOSPI,주권,KRX,1261000.0,1111385.0,13.46203160920833,2203000.0,-42.7598729005901,39.233038348082054,-22.35,-5.54,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,220.26,21.16,61.0,10.03,4.99,169.14,9.11,5.87,,-,197841.0,10627.0,2495.0,5.37,1.26,9819.08,834.83,49279.03,206934.67,-157655.64,0.32,94.61,4000.0,717.01,OpenDART,25.99,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,7,6,6,6,,31.5,5.47,6.37,93.65,83.36,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,0,0,0,0,0,0,5,5,10,D,36
096770.KS,096770,SK이노베이션,197791,,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",KOSPI,주권,KRX,119300.0,114807.0,3.9135244366632698,149800.0,-20.360480640854473,66.76557863500096,9.45,-5.69,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,53.47,14.56,9.0,0.75,-14.42,190.2,8.11,26.15,,-,802961.0,4487.0,-54364.0,0.56,-6.77,22830.53,-33675.57,160915.52,692169.86,-531254.34,,,,,,-10.7,0.0,True,3.0,OpenDART,,3.75,,,166909.0,,,39.91,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,,,,2,1,1,1,,,,,,,석유 정제품 제조업,석유 정제품 제조업,2026-07-15,4.25,12,10,0,0,0,0,1,5,28,D,37
138040.KS,138040,메리츠금융지주,195628,,투자사업,KOSPI,주권,KRX,112400.0,112827.5,-0.3788969887660366,146200.0,-23.119015047879618,75.08650519027503,-1.66,-5.47,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,6.73,7.76,14.08,8.0,1.8,22.53,1102.87,16.25,-9.92,10.07,10480 -> 11897 -> 12698,203170.0,28727.0,23501.0,14.14,11.57,-64720.07,-65197.88,31532.99,1241967.76,-1210434.77,,,,,,235.23,0.0,True,3.0,OpenDART,,3.8,,,148000.0,,,31.67,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,1.19,,,17,16,16,15,10.07,7.5,1.0,8.72,6.67,80.0,기타 금융업,기타 금융업,2026-07-15,4.25,15,6,20,10,8,5,1,5,70,A,38
010140.KS,010140,삼성중공업,192280,,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",KOSPI,주권,KRX,22000.0,26848.5,-18.058736987168743,34400.0,-36.04651162790697,41.3333333332819,-24.01,-23.34,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,749.32,97.29,29.0,19.0,4.17,13.73,265.05,7.54,71.51,,73 -> 620,106500.0,8622.0,5358.0,8.1,5.03,15628.49,13465.94,7726.15,108538.31,-100812.16,,,,,,,,,,,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.03,,,3,2,2,2,,,,,,,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-15,4.25,4,0,12,20,0,10,5,5,56,B,39
011200.KS,011200,HMM,189590,,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",KOSPI,주권,KRX,20000.0,20375.9,-1.844826486192028,25950.0,-22.928709055876688,63.84615384598195,-9.5,-5.66,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-61.33,8.23,7.69,13.0,0.63,6.9,26.31,-6.91,-58.4,3.39,1829 -> 5055 -> 1955,108914.0,14612.0,18787.0,13.42,17.25,33051.31,17064.29,17607.67,69918.56,-52310.89,3.5,35.15,700.0,6602.66,OpenDART,3.93,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,1,0,0,0,3.39,,,,,,해상 운송업,해상 운송업,2026-07-15,4.25,8,10,6,0,4,0,3,5,36,D,40
051910.KS,051910,LG화학,186716,,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",KOSPI,주권,KRX,265000.0,341450.0,-22.38980817103529,429500.0,-38.30034924330617,42.6056338028127,-26.59,-25.87,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,,29.2,37.24,-257.0,0.63,-5.5,114.54,-5.68,34.98,,-,459322.0,11809.0,-9771.0,2.57,-2.13,82338.59,-56228.12,98999.26,539561.16,-440561.9,0.75,,2000.0,1569.34,OpenDART,-36.11,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,,,,,,,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-15,4.25,0,10,0,0,0,0,5,5,20,D,41
064350.KS,064350,현대로템,183031,,"철도차량, 특수중기, 산업기계",KOSPI,주권,KRX,168300.0,205279.5,-18.01421963712889,269000.0,-37.43494423791822,44.601270289339276,-23.15,-21.72,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,89.24,19.33,38.39,19.0,5.76,30.05,206.39,33.41,120.24,118.7,1475 -> 3728 -> 7055,58390.0,10056.0,7705.0,17.22,13.2,9043.13,7478.41,9084.14,62768.0,-53683.86,0.36,8.5,600.0,654.85,OpenDART,144.95,3.0,False,3.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.21,2025.0,11011.0,1,0,0,0,118.7,,,,,,그외 기타 운송장비 제조업,그외 기타 운송장비 제조업,2026-07-15,4.25,4,0,20,20,15,10,5,5,79,A,42
017670.KS,017670,SK텔레콤,182571,,"이동전화,무선호출서비스,부가통신",KOSPI,주권,KRX,84700.0,73934.0,14.561636053777693,125200.0,-32.3482428115016,32.60869565214911,-14.44,-11.68,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-67.28,15.89,76.67,16.0,1.42,3.33,132.4,-4.69,-41.14,-38.32,4997 -> 5810 -> 1901,170992.0,10732.0,3751.0,6.28,2.19,39238.47,16005.95,14900.24,171524.91,-156624.67,1.96,86.6,1660.0,3535.51,OpenDART,-15.75,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,3,2,2,2,-38.32,,,,,,전기 통신업,전기 통신업,2026-07-15,4.25,8,6,0,0,0,0,3,5,22,D,43
033780.KS,033780,KT&G,179073,,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",KOSPI,주권,KRX,173000.0,157346.0,9.948775310462294,189000.0,-8.465608465608465,51.90114068439683,-7.59,1.17,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-0.02,13.64,51.32,14.0,1.87,11.77,51.98,11.35,13.03,16.47,6615 -> 8975 -> 8973,65797.0,13437.0,11023.0,20.42,16.75,5828.75,-930.03,9135.03,48529.58,-39394.55,3.47,57.6,6000.0,6274.28,OpenDART,5.74,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,1,0,0,0,16.47,,,,,,담배 제조업,담배 제조업,2026-07-15,4.25,8,3,12,0,12,0,5,0,40,C,44
024110.KS,024110,기업은행,169452,,은행업,KOSPI,주권,KRX,21250.0,21373.5,-0.5778183264322643,28550.0,-25.569176882662,64.84018264819457,-5.35,-7.0,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,2.53,4.67,13.49,6.0,0.44,7.7,1258.51,-9.91,1.71,0.77,3348 -> 3316 -> 3400,292172.0,36556.0,27189.0,12.51,9.31,-30221.46,-34147.86,221431.08,4638365.97,-4416934.89,4.93,30.83,1048.0,8357.02,OpenDART,7.66,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,2.37,2025.0,11011.0,2,1,1,1,0.77,,,,,,은행 및 저축기관,은행 및 저축기관,2026-07-15,4.25,15,10,6,0,0,2,3,5,41,C,45
079550.KS,079550,LIG디펜스앤에어로스페이스,166540,,정밀유도무기 등,KOSPI,주권,KRX,743000.0,623897.5,19.090074892109683,1020000.0,-27.15686274509804,48.33333333333208,-21.79,-15.86,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,15.46,25.03,25.3,44.0,10.49,19.2,446.35,31.46,42.97,20.33,7953 -> 9974 -> 11516,43069.0,3194.0,2375.0,7.42,5.51,-5843.05,-8663.03,1251.9,65886.65,-64634.75,0.4,25.4,2950.0,644.43,OpenDART,25.29,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,2.85,2025.0,11011.0,1,0,0,0,20.33,,,,,,무기 및 총포탄 제조업,무기 및 총포탄 제조업,2026-07-15,4.25,0,0,16,0,12,8,5,5,46,C,46
011070.KS,011070,LG이노텍,162829,,기타 전자부품 제조업,KOSPI,주권,KRX,676000.0,442421.0,52.79564035161079,1530000.0,-55.81699346405229,23.12373225152065,-45.83,78.36,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-24.04,12.45,26.0,18.0,2.57,6.14,107.02,3.28,-5.81,-22.3,23881 -> 18983 -> 14419,218966.0,6650.0,3413.0,3.04,1.56,13314.02,5768.74,14064.03,61678.29,-47614.26,0.28,13.0,1880.0,444.89,OpenDART,-14.43,2.0,True,4.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,7,6,6,6,-22.3,48.0,8.6,5.98,-62.5,-70.12,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,8,3,6,0,0,0,1,3,21,D,47
267250.KS,267250,HD현대,158381,,지주회사,KOSPI,주권,KRX,199000.0,230365.5,-13.615537048733426,310500.0,-35.909822866344605,48.92008639308116,-24.19,-23.17,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,89.12,15.56,27.2,7.0,1.36,10.25,159.39,5.16,104.47,90.79,3348 -> 6444 -> 12187,712594.0,60996.0,36755.0,8.56,5.16,73848.84,50959.56,63674.75,483507.99,-419833.24,2.01,29.4,4000.0,2826.74,OpenDART,-7.86,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.08,2025.0,11011.0,17,16,16,15,90.79,8.0,1.0,8.72,-12.5,36.0,기타 금융업,기타 금융업,2026-07-15,4.25,15,6,12,20,15,10,5,5,88,S,48
010950.KS,010950,S-Oil,158066,,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",KOSPI,주권,KRX,142500.0,98192.0,45.12383900928793,141300.0,0.8492569002123143,79.30555555554014,29.78,20.66,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-81.34,31.62,79.89,6.0,1.7,2.01,198.82,-6.52,-44.2,,8137 -> 1518,342470.0,2356.0,1770.0,0.69,0.52,39423.04,336.87,18346.58,176695.56,-158348.98,0.23,21.8,330.0,385.15,OpenDART,-60.85,5.0,True,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,,2025.0,11011.0,2,1,1,1,,,,,,,석유 정제품 제조업,석유 정제품 제조업,2026-07-15,4.25,15,6,0,0,0,0,1,0,22,D,49
003550.KS,003550,LG,154820,,지주회사,KOSPI,주권,KRX,101000.0,92128.0,9.630079888850297,165800.0,-39.0832328106152,55.95238095234986,-10.22,7.68,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,29.09,16.15,36.65,13.0,0.5,2.64,12.03,1.07,-5.65,-23.3,7867 -> 3585 -> 4628,72525.0,9122.0,10001.0,12.58,13.79,10151.14,8256.22,15114.5,36480.76,-21366.26,3.07,64.86,3100.0,4781.8,OpenDART,1.1,5.0,False,5.0,OpenDART,,4.0,,,144909.0,,,43.47,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.45,2025.0,11011.0,17,16,16,15,-23.3,7.5,1.08,8.91,73.33,-53.7,기타 금융업,기타 금융업,2026-07-15,4.25,8,10,0,20,0,8,3,5,54,C,50
035720.KS,035720,카카오,154600,,인터넷 서비스(인터넷 광고),KOSPI,주권,KRX,34900.0,52596.25,-33.64545951469925,70400.0,-50.42613636363637,52.63157894730877,-13.93,-31.03,daily_close,NXT 미확인,2026-07-15 22:01 KST,,,795.16,180.5,28.52,23.0,1.33,4.59,82.49,2.99,47.79,,124 -> 1110,80991.0,7320.0,5180.0,9.04,6.4,14047.63,7903.9,63737.84,125586.03,-61848.19,0.21,6.7,75.0,330.25,OpenDART,7.72,5.0,False,5.0,OpenDART,,,,,,,,,,,,,KRW,2026-07-13,2025.0,CFS,11011.0,OpenDART,0.03,2025.0,11011.0,2,1,1,1,,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-07-15,4.25,4,6,0,20,0,10,5,3,48,C,51
018260.KS,018260,삼성에스디에스,154213,,"IT서비스, 물류BPO",KOSPI,주권,KRX,195800.0,179681.0,8.970898425543046,362000.0,-45.91160220994475,54.603174603166515,-15.78,2.51,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,0.34,16.5,18.0,22.0,1.54,7.89,31.09,0.74,5.05,4.66,8962 -> 9783 -> 9816,139299.0,9571.0,7827.0,6.87,5.62,12033.28,8438.64,15589.81,31908.04,-16318.23,1.63,32.5,3190.0,2467.47,OpenDART,7.37,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,64.71,2025.0,11011.0,2,1,1,1,4.66,,,,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2026-07-15,4.25,4,6,6,0,4,2,5,3,30,D,52
278470.KS,278470,에이피알,144324,,"화장품, 피부미용기기 등",KOSPI,주권,KRX,384000.0,309595.0,24.03301086903858,459000.0,-16.33986928104575,51.127819548868594,-6.0,-7.36,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,171.08,23.78,37.61,28.0,30.15,75.3,73.11,111.3,197.88,85.08,2249 -> 2842 -> 7704,15273.0,3655.0,2897.0,23.93,18.97,3410.46,3231.29,1543.5,3259.38,-1715.88,1.33,65.8,5090.0,1905.33,OpenDART,,1.0,False,1.0,OpenDART,,,,,,,,,,,,,,,,,,,0.16,2025.0,11011.0,3,2,2,2,85.08,,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-15,4.25,0,0,20,20,15,10,5,5,75,A,53
047810.KS,047810,한국항공우주,143775,,"정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",KOSPI,주권,KRX,147000.0,145397.5,1.1021509998452517,202000.0,-27.22772277227723,53.758865248216274,-5.53,-22.59,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,8.05,37.62,24.89,41.0,7.38,10.51,446.57,1.73,11.84,-8.9,2298 -> 1765 -> 1907,36964.0,2692.0,1873.0,7.28,5.07,-9033.16,-10931.13,609.39,84729.1,-84119.71,0.34,26.2,500.0,487.38,OpenDART,25.99,5.0,False,5.0,OpenDART,,3.94,,,218938.0,,,48.94,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,5.09,2025.0,11011.0,2,1,1,1,-8.9,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-15,4.25,0,0,12,0,0,5,5,5,27,D,54
086280.KS,086280,현대글로비스,143400,,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",KOSPI,주권,KRX,189000.0,208155.0,-9.202277149239748,290500.0,-34.93975903614458,51.94968553458205,-14.09,-17.47,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,58.5,7.56,45.38,9.0,1.43,18.13,78.92,4.08,18.26,27.83,14148 -> 14585 -> 23117,295664.0,20730.0,17347.0,7.01,5.87,25007.61,18775.77,26446.4,81987.66,-55541.26,3.07,25.1,5800.0,4350.0,OpenDART,15.14,4.0,True,4.0,OpenDART,,,,,,,,,,,,,,,,,,,0.15,2025.0,11011.0,1,0,0,0,27.83,,,,,,기타 운송관련 서비스업,기타 운송관련 서비스업,2026-07-15,4.25,12,6,16,20,15,10,5,5,89,S,55
003670.KS,003670,포스코퓨처엠,136265,,"내화물, 생석회, 음극재 및 양극재",KOSPI,주권,KRX,151700.0,206041.5,-26.37405571207742,296000.0,-48.75,41.7475728155283,-27.59,-32.13,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,7.52,726.86,9.55,746.0,3.65,0.92,102.65,-20.57,4585.71,,359 -> 386,29387.0,328.0,365.0,1.12,1.24,-335.77,-15428.71,3198.41,46318.17,-43119.76,0.16,60.9,250.0,222.37,OpenDART,-5.9,4.0,True,4.0,OpenDART,,,,,,,,,,,,,,,,,,,99.2,2025.0,11011.0,3,1,2,2,,,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-15,4.25,0,0,0,0,0,5,5,3,13,D,56
030200.KS,030200,KT,131051,,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",KOSPI,주권,KRX,52200.0,55275.0,-5.563093622795115,68900.0,-24.238026124818575,49.9999999999507,-5.61,-17.92,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,271.3,13.4,100.0,9.0,0.69,10.22,120.72,6.86,205.02,32.94,3887 -> 1850 -> 6869,282442.0,24691.0,18368.0,8.74,6.5,49417.33,9009.74,35069.71,234905.5,-199835.79,4.6,33.6,2400.0,5809.56,OpenDART,6.98,5.0,False,5.0,OpenDART,,4.0,,,75111.0,,,43.89,,,Naver/FnGuide,,KRW,2026-07-15,2025.0,CFS,11011,OpenDART,0.03,2025.0,11011,3,2,2,2,32.94,,,,,,전기 통신업,전기 통신업,2026-07-15,4.25,12,10,12,20,15,10,5,5,89,S,57
071050.KS,071050,한국금융지주,130956,,금융지주회사,KOSPI,주권,KRX,231000.0,205783.0,12.254170655496324,292500.0,-21.025641025641026,56.86274509803401,-3.75,-10.12,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,94.33,4.83,35.22,5.0,1.04,18.66,1025.35,6.14,95.49,69.05,11480 -> 16883 -> 32808,194661.0,23453.0,20244.0,12.05,10.4,-76072.18,-76406.29,32860.45,1240624.37,-1207763.92,3.76,25.1,8690.0,5078.16,OpenDART,9.03,5.0,True,5.0,OpenDART,,,,,,,,,,,,,,,,,,,0.05,2025.0,11011.0,17,16,16,15,69.05,8.0,1.04,8.72,-37.5,0.0,기타 금융업,기타 금융업,2026-07-15,4.25,15,8,16,20,15,10,3,5,92,S,58
272210.KS,272210,한화시스템,124308,,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",KOSPI,주권,KRX,65900.0,88362.5,-25.420851605601925,162700.0,-59.4960049170252,39.52380952380074,-37.42,-50.0,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-46.69,20.41,10.06,64.0,2.91,6.6,106.5,30.69,-45.33,-16.73,1849 -> 2405 -> 1282,36642.0,1199.0,2091.0,3.27,5.71,787.37,-2395.77,3254.84,53262.66,-50007.82,0.76,44.7,500.0,934.97,OpenDART,32.96,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,7,6,6,6,-16.73,31.5,8.6,5.76,103.17,-66.16,전자부품 제조업,전자부품 제조업,2026-07-15,4.25,0,3,6,0,0,0,5,3,17,D,59
307950.KS,307950,현대오토에버,116826,,"차량SW, 내비게이션, 스마트팩토리, AI·클라우드 기반 솔루션, 디지털 전환 컨설팅 및 IT서비스",KOSPI,주권,KRX,416500.0,397308.5,4.830377401943326,938000.0,-55.59701492537313,25.308641975307182,-39.73,-4.69,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,6.84,37.41,2.23,69.0,7.89,10.27,92.31,14.5,13.77,15.08,5024 -> 6228 -> 6654,42521.0,2553.0,1868.0,6.0,4.39,4236.08,1865.32,3011.25,17304.72,-14293.47,0.46,28.6,1900.0,521.04,OpenDART,28.36,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,10.09,2025.0,11011.0,2,1,1,1,15.08,,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-15,4.25,0,0,12,0,12,5,3,3,35,D,60
005940.KS,005940,NH투자증권,114823,,"증권업,종합금융",KOSPI,주권,KRX,30800.0,27232.75,13.099117790160744,39200.0,-21.428571428571427,55.78034682076411,-4.79,-12.5,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,46.15,6.96,13.19,7.0,1.12,11.76,783.5,36.52,57.65,34.9,1587 -> 1976 -> 2888,136989.0,14206.0,10315.0,10.37,7.53,-54216.16,-54494.16,26308.3,739472.94,-713164.64,4.22,47.29,1300.0,4878.35,OpenDART,22.92,5.0,True,5.0,OpenDART,,3.94,,,42750.0,,,38.8,,,Naver/FnGuide,,KRW,2026-07-14,2025.0,CFS,11011.0,OpenDART,0.15,2025.0,11011.0,5,4,4,4,34.9,8.0,1.56,12.72,-12.5,-28.21,금융 지원 서비스업,금융 지원 서비스업,2026-07-15,4.25,15,8,12,20,15,10,3,5,88,S,61
000720.KS,000720,현대건설,112914,,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",KOSPI,주권,KRX,100400.0,110668.0,-9.278201467452199,188700.0,-46.79385267620562,41.9999999999916,-27.93,-44.07,nxt_web_latest,NXT 체결가,2026-07-15 21:57 KST,,,-30.35,14.22,26.24,25.0,1.46,4.58,174.81,-4.92,,,4767 -> 3320,310629.0,6530.0,5591.0,2.1,1.8,-7482.59,-8699.81,48126.59,176788.43,-128661.84,0.8,24.1,800.0,899.81,OpenDART,7.46,5.0,False,5.0,OpenDART,,,,,,,,,,,,,,,,,,,,2025.0,11011.0,1,0,0,0,,,,,,,토목 건설업,토목 건설업,2026-07-15,4.25,4,6,0,0,0,0,5,3,18,D,62
