yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,cagr,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
006260.KS,006260,LS,97812,,"전력용전선,일반전선,통신케이블,동선,알루미늄선,공조기,프라스틱사출성형기 제조,도매",KOSPI,주권,KRX,316000.0,277491.5,13.87736200928677,553000.0,-42.857142857142854,30.583501006034496,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,14.75,14.43,19.33,22.0,2.16,5.64,225.47,15.7,-1.89,-20.96,13539 -> 7371 -> 8458,318700.0,10526.0,4851.0,3.3,1.52,2063.3,-9841.35,20866.11,173152.04,-152285.93,,25.25,,683.69,OpenDART,,0.0,False,,,,,,,,,1.49,-20.96,2025.0,11011.0,0.0,OpenDART,12.67,1.48,11.49,17,73.64,45.95,OpenDART,2025.0,CFS,11011,기타 금융업,기타 금융업,2026-07-09,4.25,4,3,6,10,0,5,3,5,36,D,66
005830.KS,005830,DB손해보험,95958,,"자동차보험,화재보험,해상보험,특종보험,장기보험",KOSPI,주권,KRX,146700.0,148184.5,-1.0017916853652034,205500.0,-28.613138686131386,51.834862385304454,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-3.4,4.18,46.28,6.0,0.71,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,230479.0,23840.0,17906.0,10.34,7.77,-2824.18,-3921.7,17134.19,630870.18,-613735.99,5.18,25.7,7600.0,4608.9,OpenDART,21.39,5.0,False,,,,,,,,,,1.43,2025.0,11011.0,5.0,OpenDART,15.67,0.89,11.23,3,-61.71,-20.22,,,,,보험업,보험업,2026-07-09,4.25,15,10,16,0,0,0,5,5,51,C,67
016360.KS,016360,삼성증권,95193,,"유가증권의 매매,위탁매매,인수주선",KOSPI,주권,KRX,107500.0,94683.5,13.53614938188808,149500.0,-28.093645484949832,40.667678300446596,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,12.03,5.76,26.1,6.0,1.23,13.09,887.64,10.45,14.09,35.65,6130 -> 10068 -> 11279,148739.0,13757.0,10072.0,9.25,6.77,-53238.21,-53680.42,33798.3,716151.57,-682353.27,3.72,35.46,4000.0,3572.0,OpenDART,1.29,5.0,True,,,,,,,,,0.5,35.65,2025.0,11011.0,5.0,OpenDART,7.25,1.36,13.83,4,-17.24,-9.56,,,,,금융 지원 서비스업,금융 지원 서비스업,2026-07-09,4.25,15,6,12,20,15,5,5,5,83,A,68
352820.KS,352820,하이브,93100,,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",KOSPI,주권,KRX,215500.0,291819.0,-26.152855023147907,404500.0,-46.72435105067985,47.30796841349129,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-95.0,455.33,19.11,44.0,2.61,-7.33,54.46,17.48,-73.21,,4504 -> 225,26499.0,493.0,-2544.0,1.86,-9.6,1074.84,463.79,5349.15,19340.18,-13991.03,0.23,-9.05,500.0,214.73,OpenDART,-15.48,3.0,True,,,,,,,,,,,2025.0,11011.0,3.0,OpenDART,44.0,2.61,-7.33,1,,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-09,4.25,0,3,0,0,0,0,5,3,11,D,69
0126Z0.KS,0126Z0,삼성에피스홀딩스,91694,,지주회사,KOSPI,주권,KRX,368500.0,520610.0,-29.217648527688674,743000.0,-50.40376850605652,39.44153577661238,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,,35.03,6.8,40.0,1.72,,30.64,,,,-,2516.9,-636.41,853.0,-25.29,33.9,-1037.45,-1437.32,1313.0,18098.15,-16785.15,,,,,,,,,,,,,,,,,,,,,,,12.67,1.48,11.49,17,215.71,16.22,OpenDART,2025.0,CFS,11011,기타 금융업,기타 금융업,2026-07-09,4.25,0,6,0,0,0,0,5,3,14,D,70
161390.KS,161390,한국타이어앤테크놀로지,87579,,타이어 제조,KOSPI,주권,KRX,69000.0,58675.75,17.595429116798677,75900.0,-9.090909090909092,56.49350649348082,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-2.26,6.24,39.33,6.0,0.6,9.39,87.63,125.27,4.47,22.99,5814 -> 8998 -> 8795,212023.0,18411.0,9716.0,8.68,4.58,16080.24,-7000.92,26030.8,124452.09,-98421.29,3.33,25.8,2300.0,2805.74,OpenDART,34.63,5.0,False,,,,,,,,,,22.99,2025.0,11011.0,5.0,OpenDART,6.0,0.6,9.39,1,,,,,,,고무제품 제조업,고무제품 제조업,2026-07-09,4.25,15,10,6,0,12,0,3,0,46,C,71
047050.KS,047050,포스코인터내셔널,85674,,"영업활동의 주요 품목으로 에너지 사업내 천연가스 발전, 태양력, 풍력, 수소 등이 있으며, 트레이딩 사업은 철강 및 철강원료, 이차전지소재, 곡물, 유지, 면방, 바이오플라스틱, 친환경차부품, 인프라 및 산업 플랜트 등이 있음.",KOSPI,주권,KRX,48100.0,61404.0,-21.666340954986644,87300.0,-44.90263459335625,37.349397590340445,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,19.35,14.68,8.01,10.0,1.3,9.27,140.03,0.35,0.65,-4.58,3834 -> 2925 -> 3491,323736.0,11653.0,6368.0,3.6,1.97,19415.39,8824.95,11714.66,109403.55,-97688.89,3.85,51.3,1850.0,3153.22,OpenDART,23.32,5.0,False,,,,,,,,,0.52,-4.58,2025.0,11011.0,5.0,OpenDART,10.0,1.3,9.27,1,,,,,,,상품 중개업,상품 중개업,2026-07-09,4.25,12,6,6,20,0,8,5,5,62,B,72
443060.KS,443060,HD현대마린솔루션,84869,,"AM(After Market) 솔루션, 친환경 Retrofit, 디지털 제어",KOSPI,주권,KRX,190000.0,206542.5,-8.009247491436387,280500.0,-32.263814616755795,31.914893617016745,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,13.41,31.31,29.07,28.0,11.96,33.73,54.27,13.59,28.86,26.16,3778 -> 5302 -> 6013,19827.0,3501.0,2696.0,17.66,13.6,3241.28,3061.12,3779.24,4475.95,-696.71,2.08,65.7,3950.0,1770.79,OpenDART,25.4,2.0,False,,,,,,,,,2.09,26.16,2025.0,11011.0,2.0,OpenDART,21.0,7.04,23.74,2,,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-07-09,4.25,0,0,20,0,15,5,3,5,48,C,73
180640.KS,180640,한진칼,84120,,"지주사업, 경영자문 및 컨설팅",KOSPI,주권,KRX,127300.0,115388.5,10.322952460600494,173000.0,-26.416184971098268,53.75191424194866,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-68.82,25.59,19.62,50.32,2.46,4.75,20.93,2.12,-115.24,-36.56,5723 -> 7385 -> 2303,2984.0,-75.0,1592.0,-2.51,53.35,1222.26,-458.92,1109.3,7165.31,-6056.01,0.28,15.6,360.0,242.39,OpenDART,28.42,4.0,False,,,,,,,,,,-36.56,2025.0,11011.0,4.0,OpenDART,12.67,1.48,11.49,17,297.16,66.22,,,,,기타 금융업,기타 금융업,2026-07-09,4.25,0,3,0,0,0,0,5,5,13,D,74
003230.KS,003230,삼양식품,83089,,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매",KOSPI,주권,KRX,1114000.0,1262090.0,-11.733711541966104,1630000.0,-31.656441717791413,49.99999999999879,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,43.18,19.3,15.49,16.0,6.3,37.59,72.74,36.1,52.12,75.62,16761 -> 36106 -> 51697,23518.0,5242.0,3887.0,22.29,16.53,3092.87,-1520.85,3328.41,9249.56,-5921.15,0.43,9.2,4800.0,359.94,OpenDART,48.02,5.0,False,,,,,,,,,0.37,75.62,2025.0,11011.0,5.0,OpenDART,13.5,3.84,24.05,2,,,,,,,기타 식품 제조업,기타 식품 제조업,2026-07-09,4.25,8,0,20,20,15,10,5,5,83,A,75
039490.KS,039490,키움증권,82619,,"유가증권의 매매, 위탁, 인수, 주선",KOSPI,주권,KRX,318500.0,354300.0,-10.104431272932542,495500.0,-35.721493440968715,43.20175438596225,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,38.22,5.91,27.59,6.0,1.32,18.12,1107.51,51.78,35.51,64.21,15021 -> 29304 -> 40504,171217.0,14882.0,11150.0,8.69,6.51,-63999.34,-68600.17,23004.64,744513.63,-721508.99,3.61,27.05,11500.0,3011.1,OpenDART,34.63,5.0,True,,,,,,,,,0.16,64.21,2025.0,11011.0,5.0,OpenDART,7.25,1.36,13.83,4,-17.24,-2.94,,,,,금융 지원 서비스업,금융 지원 서비스업,2026-07-09,4.25,15,6,16,20,15,10,5,5,92,S,76
028050.KS,028050,삼성E&A,82418,,"산업설비,건물,구축물,토목시설의 설계,시공,공사감리",KOSPI,주권,KRX,42050.0,35785.5,17.505693646868146,64400.0,-34.70496894409938,39.03654485048018,daily_close,NXT 미확인,2026-07-09 23:09 KST,,,-18.44,6.49,37.83,14.0,2.11,13.76,125.8,-9.41,-18.47,-9.5,3846 -> 3862 -> 3150,90288.0,7921.0,6483.0,8.77,7.18,2544.33,1579.4,8617.97,55933.7,-47315.73,1.88,25.1,790.0,1548.4,OpenDART,19.7,2.0,False,,,,,,,,,,-9.5,2025.0,11011.0,2.0,OpenDART,21.0,7.04,23.74,2,,,,,,,"건축기술, 엔지니어링 및 관련 기술 서비스업","건축기술, 엔지니어링 및 관련 기술 서비스업",2026-07-09,4.25,8,3,12,0,0,0,5,5,33,D,77
078930.KS,078930,GS,70228,,지주회사/부동산 임대,KOSPI,주권,KRX,75700.0,63112.75,19.944068353858768,82100.0,-7.795371498172959,56.730769230750134,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,40.85,5.41,21.1,5.0,0.45,5.55,86.04,-0.26,-4.59,-21.64,13734 -> 5988 -> 8434,251841.0,29361.0,10381.0,11.66,4.12,21933.38,2812.65,16109.17,165137.94,-149028.77,3.96,35.6,3000.0,2841.14,OpenDART,10.67,5.0,False,,,,,,,,,0.12,-21.64,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,-60.54,-69.59,,,,,기타 금융업,기타 금융업,2026-07-09,4.25,15,10,6,20,0,10,3,0,64,B,78
005387.KS,005387,현대차2우B,69927,,,KOSPI,주권,KRX,200000.0,232232.5,-13.879409643353105,323500.0,-38.17619783616693,28.865979381439132,daily_close,NXT 미확인,2026-07-09 23:09 KST,,,-23.26,5.89,24.81,6.0,0.48,8.41,188.95,6.29,-19.46,-9.97,43589 -> 46042 -> 35331,1862545.0,114679.0,103648.0,6.16,5.56,,,,,,,,,,,,,,,,,,,,,,,-9.97,,,,,5.5,1.66,9.63,2,,,,,,,,,2026-07-09,4.25,15,10,6,0,0,0,3,5,39,D,79
090430.KS,090430,아모레퍼시픽,68027,,"화장품,생활용품 제조, 판매",KOSPI,주권,KRX,116800.0,126353.0,-7.56056445038899,182300.0,-35.92978606692265,59.359999999986705,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-60.27,34.27,24.23,22.0,1.43,4.41,26.49,9.46,52.29,14.4,2608 -> 8591 -> 3413,42528.0,3358.0,2473.0,7.9,5.81,5838.4,4925.73,5245.58,14577.56,-9331.98,1.06,36.3,1240.0,856.01,OpenDART,6.06,5.0,True,,,,,,,,,,14.4,2025.0,11011.0,5.0,OpenDART,20.0,10.77,27.67,3,10.0,-86.72,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-09,4.25,4,6,0,0,8,0,3,5,26,D,80
007660.KS,007660,이수페타시스,67389,,"P.C.B(인쇄회로기판),M.L.B 제조",KOSPI,주권,KRX,91600.0,115132.0,-20.439148108258347,161400.0,-43.246592317224284,37.295528898576634,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,102.24,38.82,22.18,37.0,12.25,29.64,70.53,30.0,100.88,77.17,719 -> 1116 -> 2257,10880.0,2047.0,1605.0,18.81,14.75,1687.53,-128.51,1627.8,5333.13,-3705.33,,11.0,,168.84,OpenDART,,1.0,False,,,,,,,,,0.36,77.17,2025.0,11011.0,1.0,OpenDART,55.71,8.29,9.13,7,-33.58,47.77,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-09,4.25,0,0,20,20,15,10,5,5,75,A,81
064400.KS,064400,LG씨엔에스,66948,,"컨설팅, 시스템 구축/운영, 토탈 아웃소싱 및 AI, 클라우드·스마트팩토리 등 IT신기술 기반의 DX사업",KOSPI,주권,KRX,69100.0,69618.0,-0.7440604441380103,143700.0,-51.913709116214335,27.12328767122247,daily_close,NXT 미확인,2026-07-09 23:09 KST,,,8.8,13.5,5.23,15.0,2.53,17.35,79.68,2.46,7.58,9.24,3811 -> 4180 -> 4548,61295.0,5518.0,4392.0,9.0,7.17,4181.68,3649.95,11409.88,23438.36,-12028.48,2.68,40.9,1850.0,1792.39,OpenDART,14.14,5.0,False,,,,,,,,,1.7,9.24,2025.0,11011.0,5.0,OpenDART,18.5,2.04,12.62,2,,,,,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2026-07-09,4.25,8,3,16,5,8,5,3,3,51,C,82
047040.KS,047040,대우건설,65909,,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",KOSPI,주권,KRX,16040.0,12267.3,30.75411867322068,37150.0,-56.82368775235531,28.559670781860092,daily_close,NXT 미확인,2026-07-09 23:09 KST,,,-54.26,4.44,11.01,19.0,2.22,-23.89,284.46,-23.32,-302.28,,1231 -> 563,80546.0,-8154.0,-9161.0,-10.12,-11.37,4629.05,3518.74,18288.8,98838.97,-80550.17,,,,,,,,,,,,,,,,,,,,,,,19.0,2.22,-23.89,1,,,OpenDART,2025.0,CFS,11011,건물 건설업,건물 건설업,2026-07-09,4.25,4,3,0,0,0,0,3,3,13,D,83
000880.KS,000880,한화,64585,,"화약,화공품,자동선반류,공작기계 제조,전자교환기,건설,정보통신,종합무역/임직원 및 개인대상 교육,세미나 및 워크샵 중계,동영상광고",KOSPI,주권,KRX,91100.0,107992.0,-15.641899399955554,150900.0,-39.62889330682572,29.513888888881723,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-50.24,10.25,21.33,10.0,0.73,3.3,497.35,34.39,71.64,0.68,3886 -> 7916 -> 3939,747854.0,41469.0,19916.0,5.55,2.66,83201.96,21278.89,146845.82,2408940.93,-2262095.11,1.21,26.49,1100.0,986.77,OpenDART,10.05,5.0,False,,,,,,,,,,0.68,2025.0,11011.0,5.0,OpenDART,20.0,10.77,27.67,3,-50.0,-93.22,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-09,4.25,12,10,0,0,0,0,3,5,30,D,84
032640.KS,032640,LG유플러스,64513,,"개인휴대통신서비스,음성서비스,데이터서비스,부가통신/단말기 도소매/프로그램 개발,자료제공",KOSPI,주권,KRX,15000.0,15481.35,-3.109224970690543,17810.0,-15.777653003930375,56.639566395449066,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,40.79,10.47,85.4,8.0,0.68,6.01,117.06,5.65,3.36,-7.96,1426 -> 858 -> 1208,154517.0,8921.0,5092.0,5.77,3.3,29637.57,9799.29,7943.18,106142.65,-98199.47,,53.73,,2814.72,OpenDART,,1.0,False,,,,,,,,,0.2,-7.96,2025.0,11011.0,1.0,OpenDART,11.0,0.94,6.52,3,-27.27,-27.66,OpenDART,2025.0,CFS,11011,전기 통신업,전기 통신업,2026-07-09,4.25,15,10,6,20,0,10,3,5,69,B,85
326030.KS,326030,SK바이오팜,62807,,신경질환 및 정신질환을 포함한 중추신경 관련 신약 개발,KOSPI,주권,KRX,80200.0,108310.0,-25.9532822454067,140700.0,-42.99928926794598,41.052631578932235,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,10.9,36.34,12.39,20.0,7.28,39.28,45.03,29.05,111.73,,3074 -> 3409,7067.0,2039.0,2533.0,28.85,35.84,1763.34,1468.23,3077.71,3720.39,-642.68,,,,,,,,,,,,,,,,,1.83,,,,,,20.0,7.28,39.28,1,,,OpenDART,2025.0,CFS,11011,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,2026-07-09,4.25,4,0,20,5,0,5,5,5,44,C,86
021240.KS,021240,코웨이,60152,,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)",KOSPI,주권,KRX,85700.0,86659.5,-1.1072069421125208,113200.0,-24.293286219081274,46.10389610387515,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,11.66,9.28,54.54,10.0,1.81,18.14,93.71,15.16,10.47,15.76,6386 -> 7664 -> 8558,49636.0,8787.0,6175.0,17.7,12.44,355.44,-2016.74,1821.91,33863.95,-32042.04,,22.2,,1372.89,OpenDART,4.0,2.0,False,,,,,,,,,0.86,15.76,2025.0,11011.0,2.0,OpenDART,10.0,1.81,18.14,1,,,OpenDART,2025.0,CFS,11011,그외 기타 개인 서비스업,그외 기타 개인 서비스업,2026-07-09,4.25,12,3,16,16,12,5,5,5,74,A,87
029780.KS,029780,삼성카드,59899,,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매",KOSPI,주권,KRX,50000.0,53226.75,-6.062271320341745,67400.0,-25.816023738872403,57.33788395898957,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-2.81,7.69,5.45,9.0,0.59,7.45,263.01,-0.01,-3.58,2.95,5260 -> 5736 -> 5575,43829.0,8537.0,6459.0,19.48,14.74,-15750.26,-16350.07,8143.69,233114.98,-224971.29,5.6,46.3,2800.0,2987.9,OpenDART,5.04,5.0,False,,,,,,,,,,2.95,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,-28.97,-60.14,,,,,기타 금융업,기타 금융업,2026-07-09,4.25,12,10,6,0,0,0,3,5,36,D,88
267270.KS,267270,HD건설기계,58081,,"굴삭기, 지게차, 휠로더 등",KOSPI,주권,KRX,121500.0,124882.5,-2.7085460332712747,198100.0,-38.6673397274104,37.274220032832154,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,6.37,11.96,18.8,12.0,1.28,5.74,86.64,9.84,-10.24,-10.94,7077 -> 5277 -> 5613,37765.0,1709.0,870.0,4.53,2.3,1660.36,115.1,3378.73,16723.99,-13345.26,,26.5,,263.39,OpenDART,-35.45,3.0,True,,,,,,,,,1.88,-10.94,2025.0,11011.0,3.0,OpenDART,52.01,12.95,15.4,3,-76.93,-90.12,OpenDART,2025.0,CFS,11011,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.25,12,6,6,5,0,5,5,5,44,C,89
241560.KS,241560,두산밥캣,57609,,"Compact Equipment, Heavy Equipment, Portable Power",KOSPI,주권,KRX,59500.0,61995.0,-4.0245181062988955,76700.0,-22.42503259452412,35.393258426938445,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-25.84,8.93,38.85,12.0,0.81,5.71,70.77,2.81,-21.26,-32.66,9192 -> 5620 -> 4168,87919.0,6861.0,4023.0,7.8,4.58,8.22,5.81,13.9,35.47,-21.57,2.86,40.4,1700.0,1627.3,OpenDART,9.1,5.0,False,,,,,,,,,,-32.66,2025.0,11011.0,5.0,OpenDART,52.01,12.95,15.4,3,-76.93,-93.75,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-09,4.25,12,8,6,0,0,0,5,5,36,D,90
004170.KS,004170,신세계,57237,,"백화점,할인점(E마트)",KOSPI,주권,KRX,607000.0,349697.0,73.57884111101896,776000.0,-21.778350515463917,35.211267605632415,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-86.85,63.77,25.08,20.0,1.42,0.32,140.91,5.47,0.63,-74.9,22865 -> 10948 -> 1440,69295.0,4800.0,646.0,6.93,0.93,9905.83,4888.19,8451.28,92609.75,-84158.47,0.86,327.13,5200.0,455.92,OpenDART,14.74,5.0,False,,,,,,,,,,-74.9,2025.0,11011.0,5.0,OpenDART,20.0,1.42,0.32,1,,,,,,,종합 소매업,종합 소매업,2026-07-09,4.25,4,6,0,0,0,0,5,5,20,D,91
353200.KS,353200,대덕전자,55346,,"PCB(Printed Circuit Board, 인쇄회로기판)의 제조 및 판매",KOSPI,주권,KRX,112000.0,76230.0,46.92378328741965,190900.0,-41.33053954950236,28.177339901473943,daily_close,NXT 미확인,2026-07-09 23:09 KST,,,100.43,46.49,16.62,40.0,8.66,5.37,31.28,19.41,334.51,36.9,493 -> 461 -> 924,10653.0,491.0,476.0,4.61,4.47,715.52,44.13,338.68,2807.01,-2468.33,0.45,54.1,500.0,257.67,OpenDART,13.62,5.0,True,,,,,,,,,0.4,36.9,2025.0,11011.0,5.0,OpenDART,55.71,8.29,9.13,7,-28.2,4.46,,,,,전자부품 제조업,전자부품 제조업,2026-07-09,4.25,0,0,6,20,15,10,3,5,59,B,92
062040.KS,062040,산일전기,54986,,"유입, 몰드, 주상, 건식 변압기 등",KOSPI,주권,KRX,182900.0,170668.0,7.167131506785103,333500.0,-45.15742128935532,33.23335332933134,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,52.18,23.98,17.48,38.0,13.43,29.21,16.48,50.27,63.55,-25.48,8807 -> 3214 -> 4891,5019.0,1786.0,1489.0,35.58,29.67,1154.54,989.94,1086.06,964.88,121.18,0.68,25.14,1250.0,379.81,OpenDART,,1.0,False,,,,,,,,,0.73,-25.48,2025.0,11011.0,1.0,OpenDART,49.25,16.09,27.45,4,-22.84,-16.53,,,,,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2026-07-09,4.25,0,0,20,16,0,10,3,3,52,C,93
001440.KS,001440,대한전선,54485,,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사",KOSPI,주권,KRX,27800.0,30789.55,-9.709625506056437,72300.0,-61.54910096818811,27.429805615534164,daily_close,NXT 미확인,2026-07-09 23:09 KST,,,10.51,31.98,13.95,70.0,4.32,5.48,114.0,10.47,11.63,-5.86,510 -> 409 -> 452,36360.0,1286.0,899.0,3.54,2.47,-1712.8,-3319.76,4388.57,18609.39,-14220.82,,,,,,,,,,,,,,,,,6.66,-5.86,,,,,70.0,4.32,5.48,1,,,OpenDART,2025.0,CFS,11011,절연선 및 케이블 제조업,절연선 및 케이블 제조업,2026-07-09,4.25,0,0,6,0,0,5,3,1,15,D,94
036570.KS,036570,NC,53752,,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",KOSPI,주권,KRX,249000.0,231681.5,7.4751328871748495,338000.0,-26.331360946745562,37.668161434972845,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,273.41,26.71,36.78,12.0,1.41,10.79,28.56,-4.51,,28.77,9663 -> 4291 -> 16023,15069.0,161.0,3474.0,1.07,23.05,1619.68,469.13,5035.22,9627.1,-4591.88,0.46,6.4,1150.0,223.01,OpenDART,-33.44,5.0,True,,,,,,,,,0.04,28.77,2025.0,11011.0,5.0,OpenDART,30.33,3.59,10.55,3,-60.44,-60.72,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-09,4.25,12,6,12,20,15,10,5,5,85,S,95
000100.KS,000100,유한양행,53682,,"의약품(삐콤씨, 안티푸라민, 렉라자, 로수바미브, 코푸시럽 등), 생활용품(유한락스, 해피홈, 유한젠), 동물약품",KOSPI,주권,KRX,67500.0,102603.5,-34.21277051952419,163700.0,-58.76603543066585,36.01286173631819,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,175.23,75.25,19.17,38.0,2.3,8.81,36.35,5.75,90.16,19.5,1673 -> 868 -> 2389,21866.0,1044.0,1853.0,4.77,8.47,1062.27,-282.5,3485.65,8586.41,-5100.76,0.89,23.1,600.0,448.7,OpenDART,10.67,5.0,False,,,,,,,,,0.22,19.5,2025.0,11011.0,5.0,OpenDART,38.0,2.3,8.81,1,,,,,,,의약품 제조업,의약품 제조업,2026-07-09,4.25,0,3,6,20,12,10,5,3,59,B,96
271560.KS,271560,오리온,53561,,스낵 등 과자류,KOSPI,주권,KRX,134900.0,120369.0,12.07204512789838,146000.0,-7.602739726027398,51.59914712151978,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,-27.05,10.28,39.04,11.0,1.39,10.51,17.55,7.35,2.7,0.8,9527 -> 13269 -> 9680,33324.0,5583.0,3906.0,16.75,11.72,5373.28,3910.12,3113.91,6864.56,-3750.65,2.59,36.2,3500.0,1383.51,OpenDART,46.98,5.0,False,,,,,,,,,,0.8,2025.0,11011.0,5.0,OpenDART,13.5,3.84,24.05,2,,,,,,,기타 식품 제조업,기타 식품 제조업,2026-07-09,4.25,12,6,12,0,0,0,5,0,35,D,97
138930.KS,138930,BNK금융지주,53438,,금융지주회사,KOSPI,주권,KRX,17210.0,16787.65,2.5158375353310234,22650.0,-24.01766004415011,45.88607594926545,nxt_web_latest,NXT 체결가,2026-07-09 23:06 KST,,,13.42,4.79,39.55,7.0,0.52,7.58,1333.0,1.21,3.06,14.16,1972 -> 2266 -> 2570,101525.0,9027.0,8362.0,8.89,8.24,-20237.99,-21985.53,63746.34,1498535.72,-1434789.38,4.27,28.12,735.0,2291.6,OpenDART,7.03,5.0,True,,,,,,,,,0.52,14.16,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,-44.75,-64.86,,,,,기타 금융업,기타 금융업,2026-07-09,4.25,15,10,6,20,8,5,5,5,74,A,98
034220.KS,034220,LG디스플레이,53400,,"고화질, 초대형, 폴더블 고부가가치 디스플레이 제품 개발, 제조",KOSPI,주권,KRX,10680.0,12852.55,-16.903649470338568,16690.0,-36.009586578789694,21.38613861380209,daily_close,NXT 미확인,2026-07-09 23:09 KST,,,,26.09,30.26,17.0,0.86,3.44,243.36,-3.03,,,-,258101.0,5170.0,3038.0,2.0,1.18,23520.83,2450.0,15720.58,190774.62,-175054.04,,,,,,,1.0,False,,,,,,,,,,,,,1.0,OpenDART,55.71,8.29,9.13,7,-69.48,-89.63,OpenDART,2025.0,CFS,11011,전자부품 제조업,전자부품 제조업,2026-07-09,4.25,8,8,0,0,0,0,1,5,22,D,99
