yf_symbol,symbol,name,market_cap,listing_department,products,krx_market,security_group,krx_source,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,cagr,dividend_year,dividend_report_code,dividend_history_years,dividend_history_source,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,dart_source,dart_year,dart_fs_div,dart_report_code,sector,industry,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
010130.KS,010130,고려아연,215826,,"연,아연괴 제조,판매",KOSPI,주권,KRX,1009000.0,1376465.0,-26.696283596023147,2115000.0,-52.29314420803782,30.853391684900586,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,319.09,54.23,28.14,17.0,1.99,8.48,82.36,37.63,70.27,21.41,26127 -> 9190 -> 38514,165879.0,12319.0,7702.0,7.43,4.64,-6282.11,-15712.09,34510.7,92115.02,-57604.32,1.98,52.6,20000.0,4078.65,OpenDART,7.46,5.0,True,,,,,,,,,0.05,21.41,2025.0,11011.0,5.0,OpenDART,17.0,1.99,8.48,1,,,,,,,1차 비철금속 제조업,1차 비철금속 제조업,2026-07-08,4.57,8,3,6,20,12,10,3,3,65,B,34
000150.KS,000150,두산,205337,,"동박적층판 등 제조 및 판매, 유압기기 등 제조 및 판매, 지게차 제조 및 판매, IT 시스템 개발/운영 서비스 등, 연료전지 등",KOSPI,주권,KRX,1197000.0,1095415.0,9.273654277146104,2203000.0,-45.66500226963232,23.478260869564735,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,220.26,20.92,73.0,12.88,4.99,169.14,9.11,5.87,,-,197841.0,10627.0,2495.0,5.37,1.26,9819.08,834.83,49279.03,206934.67,-157655.64,0.33,94.61,4000.0,717.01,OpenDART,18.92,5.0,False,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,55.71,8.29,9.13,7,31.04,55.37,,,,,전자부품 제조업,전자부품 제조업,2026-07-08,4.57,0,0,0,0,0,0,1,3,4,D,35
033780.KS,033780,KT&G,191322,,"잎담배,제조담배,홍삼,홍삼제품 제조,판매",KOSPI,주권,KRX,184200.0,156355.0,17.808832464583798,189000.0,-2.5396825396825395,53.907815631247395,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-0.02,13.64,51.32,14.0,1.87,11.77,51.98,11.35,13.03,16.47,6615 -> 8975 -> 8973,65797.0,13437.0,11023.0,20.42,16.75,5828.75,-930.03,9135.03,48529.58,-39394.55,3.26,57.6,6000.0,6274.28,OpenDART,5.74,5.0,False,,,,,,,,,,16.47,2025.0,11011.0,5.0,OpenDART,14.0,1.87,11.77,1,,,,,,,담배 제조업,담배 제조업,2026-07-08,4.57,8,3,12,0,12,0,5,0,40,C,36
138040.KS,138040,메리츠금융지주,190273,,투자사업,KOSPI,주권,KRX,110300.0,113106.5,-2.481289757883057,146200.0,-24.555403556771545,52.76752767524949,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,6.73,7.76,14.04,7.0,1.64,22.53,1102.87,16.25,-9.92,10.07,10480 -> 11897 -> 12698,203170.0,28727.0,23501.0,14.14,11.57,-64720.07,-65197.88,31532.99,1241967.76,-1210434.77,,,,,,235.23,3.0,True,,,,,,,,,1.04,10.07,,,3.0,OpenDART,12.67,1.48,11.49,17,-44.75,10.81,OpenDART,2025.0,CFS,11011,기타 금융업,기타 금융업,2026-07-08,4.57,15,6,20,10,8,5,5,5,74,A,37
042700.KS,042700,한미반도체,189861,,"반도체 후공정장비,반도체금형 제조/부동산 매매,임대",KOSPI,주권,KRX,186300.0,213781.0,-12.854743873403155,409500.0,-54.505494505494504,18.786902844872458,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,41.96,44.0,6.96,132.03,36.77,34.76,17.82,3.18,-1.57,-9.81,2745 -> 1573 -> 2233,5767.0,2514.0,2140.0,43.59,37.11,2286.27,1348.92,2762.35,1230.04,1532.31,0.43,35.5,800.0,758.82,OpenDART,7.46,5.0,True,,,,,,,,,3.15,-9.81,2025.0,11011.0,5.0,OpenDART,52.01,12.95,15.4,3,153.86,183.94,,,,,특수 목적용 기계 제조업,특수 목적용 기계 제조업,2026-07-08,4.57,0,0,20,0,0,10,1,3,34,D,38
011200.KS,011200,HMM,189119,,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",KOSPI,주권,KRX,19610.0,20479.05,-4.243605050038939,25950.0,-24.43159922928709,46.551724137818674,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-61.33,8.23,7.69,13.0,0.63,6.9,26.31,-6.91,-58.4,3.39,1829 -> 5055 -> 1955,108914.0,14612.0,18787.0,13.42,17.25,33051.31,17064.29,17607.67,69918.56,-52310.89,3.57,35.15,700.0,6602.66,OpenDART,3.93,5.0,True,,,,,,,,,,3.39,2025.0,11011.0,5.0,OpenDART,13.0,0.63,6.9,1,,,,,,,해상 운송업,해상 운송업,2026-07-08,4.57,8,10,6,0,4,0,5,5,38,D,39
010140.KS,010140,삼성중공업,186120,,"선박(벌크선,원유운반선),철구조물,에너지플랜트 생산,판매/토목건축업",KOSPI,주권,KRX,20450.0,26851.25,-23.839672268516363,34400.0,-40.55232558139535,23.69477911643922,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,749.32,97.29,28.76,20.0,4.49,13.73,265.05,7.54,71.51,,73 -> 620,106500.0,8622.0,5358.0,8.1,5.03,15628.49,13465.94,7726.15,108538.31,-100812.16,,,,,,,,,,,,,,,,,0.03,,,,,,20.33,5.26,18.38,3,-1.62,-14.64,OpenDART,2025.0,CFS,11011,선박 및 보트 건조업,선박 및 보트 건조업,2026-07-08,4.57,4,0,12,20,0,10,1,5,52,C,40
064350.KS,064350,현대로템,184559,,"철도차량, 특수중기, 산업기계",KOSPI,주권,KRX,167100.0,206436.5,-19.055012073930726,269000.0,-37.881040892193305,33.86605783865697,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,89.24,19.33,37.49,22.0,6.43,30.05,206.39,33.41,120.24,118.7,1475 -> 3728 -> 7055,58390.0,10056.0,7705.0,17.22,13.2,9043.13,7478.41,9084.14,62768.0,-53683.86,0.36,8.5,600.0,654.85,OpenDART,144.95,3.0,False,,,,,,,,,0.25,118.7,2025.0,11011.0,3.0,OpenDART,22.0,6.43,30.05,1,,,,,,,그외 기타 운송장비 제조업,그외 기타 운송장비 제조업,2026-07-08,4.57,4,0,20,20,15,10,3,5,77,A,41
011070.KS,011070,LG이노텍,180580,,기타 전자부품 제조업,KOSPI,주권,KRX,707000.0,429258.0,64.70281276062416,1530000.0,-53.790849673202615,10.122699386502845,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-24.04,12.45,23.33,26.0,3.53,6.14,107.02,3.28,-5.81,-22.3,23881 -> 18983 -> 14419,218966.0,6650.0,3413.0,3.04,1.56,13314.02,5768.74,14064.03,61678.29,-47614.26,0.27,13.0,1880.0,444.89,OpenDART,-14.43,4.0,True,,,,,,,,,,-22.3,2025.0,11011.0,4.0,OpenDART,55.71,8.29,9.13,7,-53.33,-57.42,,,,,전자부품 제조업,전자부품 제조업,2026-07-08,4.57,0,0,6,0,0,0,1,3,10,D,42
017670.KS,017670,SK텔레콤,180423,,"이동전화,무선호출서비스,부가통신",KOSPI,주권,KRX,81500.0,73153.0,11.410331770399026,125200.0,-34.90415335463259,11.11111111110094,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-67.28,15.89,76.67,16.0,1.42,3.33,132.4,-4.69,-41.14,-38.32,4997 -> 5810 -> 1901,170992.0,10732.0,3751.0,6.28,2.19,39238.47,16005.95,14900.24,171524.91,-156624.67,2.04,86.6,1660.0,3535.51,OpenDART,-15.75,5.0,True,,,,,,,,,,-38.32,2025.0,11011.0,5.0,OpenDART,11.0,0.94,6.52,3,45.45,51.06,,,,,전기 통신업,전기 통신업,2026-07-08,4.57,8,6,0,0,0,0,1,5,20,D,43
051910.KS,051910,LG화학,180010,,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매",KOSPI,주권,KRX,249500.0,342215.0,-27.092617214324328,429500.0,-41.90919674039581,25.212464589233136,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,29.2,37.24,-257.0,0.63,-5.5,114.54,-5.68,34.98,,-,459322.0,11809.0,-9771.0,2.57,-2.13,82338.59,-56228.12,98999.26,539561.16,-440561.9,0.8,,2000.0,1569.34,OpenDART,-36.11,5.0,True,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,,0.63,-5.5,1,,,OpenDART,2025.0,CFS,11011,기초 화학물질 제조업,기초 화학물질 제조업,2026-07-08,4.57,0,10,0,0,0,0,3,5,18,D,44
096770.KS,096770,SK이노베이션,168714,,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",KOSPI,주권,KRX,98500.0,114811.5,-14.20720049820793,149800.0,-34.2456608811749,46.72566371680258,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,,53.47,14.48,9.0,0.7,-14.42,190.2,8.11,26.15,,-,802961.0,4487.0,-54364.0,0.56,-6.77,22830.53,-33675.57,160915.52,692169.86,-531254.34,,,,,,-10.7,3.0,True,,,,,,,,,,,,,3.0,OpenDART,7.0,1.02,-6.2,2,,,OpenDART,2025.0,CFS,11011,석유 정제품 제조업,석유 정제품 제조업,2026-07-08,4.57,12,10,0,0,0,0,5,5,32,D,45
024110.KS,024110,기업은행,167060,,은행업,KOSPI,주권,KRX,20750.0,21343.45,-2.7804783200466687,28550.0,-27.32049036777583,40.58577405845854,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,2.53,4.67,13.49,6.0,0.44,7.7,1258.51,-9.91,1.71,0.77,3348 -> 3316 -> 3400,292172.0,36556.0,27189.0,12.51,9.31,-30221.46,-34147.86,221431.08,4638365.97,-4416934.89,5.05,30.83,1048.0,8357.02,OpenDART,7.66,5.0,True,,,,,,,,,2.37,0.77,2025.0,11011.0,5.0,OpenDART,11.5,0.97,7.46,2,,,,,,,은행 및 저축기관,은행 및 저축기관,2026-07-08,4.57,15,10,6,0,0,2,5,5,43,C,46
079550.KS,079550,LIG디펜스앤에어로스페이스,157080,,정밀유도무기 등,KOSPI,주권,KRX,706000.0,618652.5,14.118992487705134,1020000.0,-30.784313725490197,30.140186915886858,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,15.46,25.03,25.28,47.0,11.15,19.2,446.35,31.46,42.97,20.33,7953 -> 9974 -> 11516,43069.0,3194.0,2375.0,7.42,5.51,-5843.05,-8663.03,1251.9,65886.65,-64634.75,0.42,25.4,2950.0,644.43,OpenDART,25.22,5.0,False,,,,,,,,,3.04,20.33,2025.0,11011.0,5.0,OpenDART,47.0,11.15,19.2,1,,,,,,,무기 및 총포탄 제조업,무기 및 총포탄 제조업,2026-07-08,4.57,0,0,16,0,12,8,3,5,44,C,47
003550.KS,003550,LG,154971,,지주회사,KOSPI,주권,KRX,100100.0,91543.5,9.346922501324508,165800.0,-39.626055488540416,36.397058823510676,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,29.09,16.15,36.25,13.0,0.5,2.64,12.03,1.07,-5.65,-23.3,7867 -> 3585 -> 4628,72525.0,9122.0,10001.0,12.58,13.79,10151.14,8256.22,15114.5,36480.76,-21366.26,3.1,64.86,3100.0,4781.8,OpenDART,2.58,5.0,False,,,,,,,,,0.45,-23.3,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,2.6,-66.22,,,,,기타 금융업,기타 금융업,2026-07-08,4.57,8,10,0,20,0,8,5,5,56,B,48
035720.KS,035720,카카오,153492,,인터넷 서비스(인터넷 광고),KOSPI,주권,KRX,34650.0,53294.75,-34.98421514314261,70400.0,-50.78125,31.620553359648795,daily_close,NXT 미확인,2026-07-08 22:15 KST,,,795.16,180.5,28.27,22.0,1.33,4.59,82.49,2.99,47.79,,124 -> 1110,80991.0,7320.0,5180.0,9.04,6.4,14047.63,7903.9,63737.84,125586.03,-61848.19,0.22,6.7,75.0,330.25,OpenDART,9.07,5.0,False,,,,,,,,,0.03,,2025.0,11011.0,5.0,OpenDART,19.0,1.16,5.98,2,,,,,,,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2026-07-08,4.57,4,6,0,20,0,10,3,3,46,C,49
267250.KS,267250,HD현대,153009,,지주회사,KOSPI,주권,KRX,192800.0,229336.0,-15.931210102208112,310500.0,-37.90660225442834,26.27118644067407,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,89.12,15.56,27.2,7.0,1.36,10.25,159.39,5.16,104.47,90.79,3348 -> 6444 -> 12187,712594.0,60996.0,36755.0,8.56,5.16,73848.84,50959.56,63674.75,483507.99,-419833.24,2.07,29.4,4000.0,2826.74,OpenDART,-7.86,5.0,True,,,,,,,,,0.08,90.79,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,-44.75,-8.11,,,,,기타 금융업,기타 금융업,2026-07-08,4.57,15,6,12,20,15,10,3,5,86,S,50
018260.KS,018260,삼성에스디에스,150345,,"IT서비스, 물류BPO",KOSPI,주권,KRX,187800.0,178962.0,4.9384785596942375,362000.0,-48.12154696132597,35.281146637260264,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,0.34,16.5,18.0,22.0,1.54,7.89,31.09,0.74,5.05,4.66,8962 -> 9783 -> 9816,139299.0,9571.0,7827.0,6.87,5.62,12033.28,8438.64,15589.81,31908.04,-16318.23,1.7,32.5,3190.0,2467.47,OpenDART,7.37,5.0,True,,,,,,,,,64.71,4.66,2025.0,11011.0,5.0,OpenDART,18.5,2.04,12.62,2,,,,,,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",2026-07-08,4.57,4,6,6,0,4,2,5,3,30,D,51
010950.KS,010950,S-Oil,148158,,"석유제품,가스,윤활기유,윤활유,그리스,석유화학제품 제조,도매",KOSPI,주권,KRX,128900.0,96297.5,33.85601910745347,141300.0,-8.775654635527246,69.92481203006047,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-81.34,31.62,79.59,5.0,1.33,2.01,198.82,-6.52,-44.2,,8137 -> 1518,342470.0,2356.0,1770.0,0.69,0.52,39423.04,336.87,18346.58,176695.56,-158348.98,0.26,21.8,330.0,385.15,OpenDART,-45.71,5.0,True,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,7.0,1.02,-6.2,2,,,,,,,석유 정제품 제조업,석유 정제품 제조업,2026-07-08,4.57,15,6,0,0,0,0,1,0,22,D,52
278470.KS,278470,에이피알,144324,,"화장품, 피부미용기기 등",KOSPI,주권,KRX,377000.0,305707.5,23.320494263307246,459000.0,-17.86492374727669,51.76470588234953,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,171.08,23.78,37.61,28.0,30.15,75.3,73.11,111.3,197.88,85.08,2249 -> 2842 -> 7704,15273.0,3655.0,2897.0,23.93,18.97,3410.46,3231.29,1543.5,3259.38,-1715.88,1.35,65.8,5090.0,1905.33,OpenDART,,1.0,False,,,,,,,,,0.16,85.08,2025.0,11011.0,1.0,OpenDART,20.0,10.77,27.67,3,40.0,179.94,,,,,기타 화학제품 제조업,기타 화학제품 제조업,2026-07-08,4.57,0,0,20,20,15,10,5,5,75,A,53
086280.KS,086280,현대글로비스,142800,,"화물운송주선,화물포장,자동차 수리/산업용 기계장비 임대",KOSPI,주권,KRX,184600.0,208123.5,-11.302664043224334,290500.0,-36.454388984509464,38.74999999999435,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,58.5,7.56,45.38,9.0,1.43,18.13,78.92,4.08,18.26,27.83,14148 -> 14585 -> 23117,295664.0,20730.0,17347.0,7.01,5.87,25007.61,18775.77,26446.4,81987.66,-55541.26,3.14,25.1,5800.0,4350.0,OpenDART,15.14,4.0,True,,,,,,,,,0.15,27.83,2025.0,11011.0,4.0,OpenDART,9.0,1.43,18.13,1,,,,,,,기타 운송관련 서비스업,기타 운송관련 서비스업,2026-07-08,4.57,12,6,16,20,15,10,5,5,89,S,54
030200.KS,030200,KT,139620,,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)",KOSPI,주권,KRX,54700.0,55220.5,-0.9425847284975688,68900.0,-20.609579100145137,63.38028169001587,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,271.3,13.4,100.0,9.0,0.71,10.22,120.72,6.86,205.02,32.94,3887 -> 1850 -> 6869,282442.0,24691.0,18368.0,8.74,6.5,49417.33,9009.74,35069.71,234905.5,-199835.79,4.39,33.6,2400.0,5809.56,OpenDART,5.88,5.0,False,,,,,,,,,0.03,32.94,2025.0,11011.0,5.0,OpenDART,11.0,0.94,6.52,3,-18.18,-24.47,,,,,전기 통신업,전기 통신업,2026-07-08,4.57,12,10,12,20,15,10,3,5,87,S,55
047810.KS,047810,한국항공우주,138414,,"정부방산 및 완제기 수출(T-50계열, KUH계열, KT-1계열 등), 기체부품",KOSPI,주권,KRX,138300.0,144244.0,-4.120795319042733,202000.0,-31.534653465346533,42.49249249248356,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,8.05,37.62,25.66,44.0,8.06,10.51,446.57,1.73,11.84,-8.9,2298 -> 1765 -> 1907,36964.0,2692.0,1873.0,7.28,5.07,-9033.16,-10931.13,609.39,84729.1,-84119.71,0.36,26.2,500.0,487.38,OpenDART,25.74,5.0,False,,,,,,,,,5.47,-8.9,2025.0,11011.0,5.0,OpenDART,35.0,6.85,14.82,2,,,,,,,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",2026-07-08,4.57,0,0,12,0,0,5,5,5,27,D,56
071050.KS,071050,한국금융지주,130120,,금융지주회사,KOSPI,주권,KRX,224500.0,203858.5,10.125405612226128,292500.0,-23.247863247863247,51.239669421481665,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,94.33,4.83,35.22,5.0,1.04,18.66,1025.35,6.14,95.49,69.05,11480 -> 16883 -> 32808,194661.0,23453.0,20244.0,12.05,10.4,-76072.18,-76406.29,32860.45,1240624.37,-1207763.92,3.87,25.1,8690.0,5078.16,OpenDART,9.03,5.0,True,,,,,,,,,0.05,69.05,2025.0,11011.0,5.0,OpenDART,12.67,1.48,11.49,17,-60.54,-29.73,,,,,기타 금융업,기타 금융업,2026-07-08,4.57,15,8,16,20,15,10,5,5,94,S,57
003670.KS,003670,포스코퓨처엠,128705,,"내화물, 생석회, 음극재 및 양극재",KOSPI,주권,KRX,139400.0,205602.0,-32.19910312156497,296000.0,-52.9054054054054,26.458504519306743,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,7.52,726.86,9.55,746.0,3.65,0.92,102.65,-20.57,4585.71,,359 -> 386,29387.0,328.0,365.0,1.12,1.24,-335.77,-15428.71,3198.41,46318.17,-43119.76,0.18,60.9,250.0,222.37,OpenDART,-5.9,4.0,True,,,,,,,,,99.2,,2025.0,11011.0,4.0,OpenDART,432.0,3.01,-2.47,3,72.69,21.26,,,,,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2026-07-08,4.57,0,0,0,0,0,5,3,3,11,D,58
272210.KS,272210,한화시스템,122608,,"정밀기기(육해공군관련전자제어시스템,열영상감시장비,탐지추적장치,전투지휘체계시스템) 제조",KOSPI,주권,KRX,62700.0,88098.0,-28.829258325955188,162700.0,-61.46281499692686,24.838709677413746,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-46.69,20.41,10.06,64.0,2.91,6.6,106.5,30.69,-45.33,-16.73,1849 -> 2405 -> 1282,36642.0,1199.0,2091.0,3.27,5.71,787.37,-2395.77,3254.84,53262.66,-50007.82,0.8,44.7,500.0,934.97,OpenDART,32.96,5.0,False,,,,,,,,,,-16.73,2025.0,11011.0,5.0,OpenDART,55.71,8.29,9.13,7,14.88,-64.9,,,,,전자부품 제조업,전자부품 제조업,2026-07-08,4.57,0,3,6,0,0,0,1,1,11,D,59
307950.KS,307950,현대오토에버,121076,,"차량SW, 내비게이션, 스마트팩토리, AI·클라우드 기반 솔루션, 디지털 전환 컨설팅 및 IT서비스",KOSPI,주권,KRX,411500.0,390829.0,5.289013865398934,938000.0,-56.13006396588486,9.335727109514792,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,6.84,37.41,2.23,69.0,7.89,10.27,92.31,14.5,13.77,15.08,5024 -> 6228 -> 6654,42521.0,2553.0,1868.0,6.0,4.39,4236.08,1865.32,3011.25,17304.72,-14293.47,0.46,28.6,1900.0,521.04,OpenDART,28.36,5.0,False,,,,,,,,,10.09,15.08,2025.0,11011.0,5.0,OpenDART,30.33,3.59,10.55,3,127.5,119.78,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-08,4.57,0,0,12,0,12,5,1,3,33,D,60
259960.KS,259960,크래프톤,113037,,<배틀그라운드> 등 게임 소프트웨어,KOSPI,주권,KRX,239500.0,257487.5,-6.985776008544104,386000.0,-37.95336787564767,53.39805825241992,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-43.16,14.43,43.61,10.0,1.47,10.6,31.31,22.76,-10.83,12.39,12221 -> 27162 -> 15438,33266.0,10544.0,7337.0,31.7,22.06,10451.03,9041.3,5967.26,22495.04,-16527.78,0.94,13.6,2240.0,995.75,OpenDART,,1.0,False,,,,,,,,,,12.39,2025.0,11011.0,1.0,OpenDART,30.33,3.59,10.55,3,-67.03,-59.05,,,,,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,2026-07-08,4.57,12,6,12,0,8,0,5,5,48,C,61
000720.KS,000720,현대건설,112135,,"공사수입,주택분양,건설산업부문 설계,감리 등 엔지니어링서비스",KOSPI,주권,KRX,94800.0,109630.5,-13.5277135468688,188700.0,-49.76152623211447,26.06774668629801,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-30.35,14.22,26.24,25.0,1.46,4.58,174.81,-4.92,,,4767 -> 3320,310629.0,6530.0,5591.0,2.1,1.8,-7482.59,-8699.81,48126.59,176788.43,-128661.84,0.84,24.1,800.0,899.81,OpenDART,7.46,5.0,False,,,,,,,,,,,2025.0,11011.0,5.0,OpenDART,25.0,1.46,4.58,1,,,,,,,토목 건설업,토목 건설업,2026-07-08,4.57,4,6,0,0,0,0,3,3,16,D,62
005940.KS,005940,NH투자증권,109219,,"증권업,종합금융",KOSPI,주권,KRX,30000.0,26992.5,11.141983884412337,39200.0,-23.46938775510204,47.26027397255742,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,46.15,6.96,13.56,7.0,1.11,11.76,783.5,36.52,57.65,34.9,1587 -> 1976 -> 2888,136989.0,14206.0,10315.0,10.37,7.53,-54216.16,-54494.16,26308.3,739472.94,-713164.64,4.33,47.29,1300.0,4878.35,OpenDART,5.48,5.0,True,,,,,,,,,0.15,34.9,2025.0,11011.0,5.0,OpenDART,7.25,1.36,13.83,4,-3.45,-18.38,,,,,금융 지원 서비스업,금융 지원 서비스업,2026-07-08,4.57,15,8,12,20,15,10,5,5,90,S,63
323410.KS,323410,카카오뱅크,104966,,은행 및 금융서비스,KOSPI,주권,KRX,21600.0,23302.0,-7.304094069178611,37000.0,-41.62162162162162,44.64285714278274,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,9.1,27.52,16.88,17.0,1.5,7.23,1032.02,4.78,7.0,16.34,744 -> 923 -> 1007,30863.0,6494.0,4803.0,21.04,15.56,60057.65,59360.83,20911.53,696599.09,-675687.56,2.13,45.64,460.0,2191.95,OpenDART,79.15,4.0,False,,,,,,,,,1.87,16.34,2025.0,11011.0,4.0,OpenDART,11.5,0.97,7.46,2,,,,,,,은행 및 저축기관,은행 및 저축기관,2026-07-08,4.57,8,6,6,5,12,5,5,5,52,C,64
003490.KS,003490,대한항공,103654,,"여객운송,화물운송,항공기 제조,판매,정비수리/기내식 제조판매,면세품 판매",KOSPI,주권,KRX,28150.0,24178.75,16.424546347515896,30000.0,-6.166666666666667,46.84684684678776,daily_close,NXT 미확인,2026-07-08 22:15 KST,,,-40.82,8.45,45.54,60.0,0.95,7.28,339.88,41.16,-47.23,-14.28,2873 -> 3567 -> 2111,252255.0,11136.0,6473.0,4.41,2.57,40751.91,-2209.29,18699.88,389469.74,-370769.86,2.66,35.5,750.0,2770.54,OpenDART,0.0,4.0,False,,,,,,,,,,-14.28,2025.0,11011.0,4.0,OpenDART,60.0,0.95,7.28,1,,,,,,,항공 여객 운송업,항공 여객 운송업,2026-07-08,4.57,0,8,6,0,0,0,5,0,19,D,65
016360.KS,016360,삼성증권,99748,,"유가증권의 매매,위탁매매,인수주선",KOSPI,주권,KRX,108500.0,94521.5,14.788698867453437,149500.0,-27.424749163879596,43.86252045825509,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,12.03,5.76,26.1,6.0,1.23,13.09,887.64,10.45,14.09,35.65,6130 -> 10068 -> 11279,148739.0,13757.0,10072.0,9.25,6.77,-53238.21,-53680.42,33798.3,716151.57,-682353.27,3.69,35.46,4000.0,3572.0,OpenDART,1.29,5.0,True,,,,,,,,,0.5,35.65,2025.0,11011.0,5.0,OpenDART,7.25,1.36,13.83,4,-17.24,-9.56,,,,,금융 지원 서비스업,금융 지원 서비스업,2026-07-08,4.57,15,6,12,20,15,5,5,5,83,A,66
005830.KS,005830,DB손해보험,99167,,"자동차보험,화재보험,해상보험,특종보험,장기보험",KOSPI,주권,KRX,150600.0,148179.5,1.633491812295223,205500.0,-26.71532846715328,51.71624713957153,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-3.4,4.18,46.28,6.0,0.71,17.75,576.91,5.55,-1.69,1.43,24556 -> 26152 -> 25263,230479.0,23840.0,17906.0,10.34,7.77,-2824.18,-3921.7,17134.19,630870.18,-613735.99,5.05,25.7,7600.0,4608.9,OpenDART,21.39,5.0,False,,,,,,,,,,1.43,2025.0,11011.0,5.0,OpenDART,15.67,0.89,11.23,3,-61.71,-20.22,,,,,보험업,보험업,2026-07-08,4.57,15,10,16,0,0,0,5,5,51,C,67
352820.KS,352820,하이브,99135,,"음악 기획/제작, 퍼블리싱, 아티스트 매니지먼트",KOSPI,주권,KRX,222500.0,292196.5,-23.852612882084486,404500.0,-44.9938195302843,50.77041602464784,nxt_web_latest,NXT 체결가,2026-07-08 22:11 KST,,,-95.0,455.33,19.11,44.0,2.61,-7.33,54.46,17.48,-73.21,,4504 -> 225,26499.0,493.0,-2544.0,1.86,-9.6,1074.84,463.79,5349.15,19340.18,-13991.03,0.22,-9.05,500.0,214.73,OpenDART,-15.48,3.0,True,,,,,,,,,,,2025.0,11011.0,3.0,OpenDART,44.0,2.61,-7.33,1,,,,,,,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,2026-07-08,4.57,0,3,0,0,0,0,5,5,13,D,68
